MOF	molecule	H	predict
ELAFUT	acetaldehyde	61.30269812	61.287882094887394
VACFOV01	acetaldehyde	40.28997495	40.361063581206785
IBUDOZ	propene	42.65463667	42.679320026682205
FAGREM	isobutane	39.72357268	40.00421973427927
WOWGEU	ethene	25.86664249	25.874498508989113
BUVYEX	acetonitrile	31.57217025	31.27827713818678
CANRUG	ethane	29.25205386	29.01224869847318
BIBBUL	1,5-heptadiene	26.16540282	26.1831390852388
YEGYIU	propane	-5.87632527	-5.785587840682605
COGWEB	isopentane	49.70739903	50.1114996955008
LEMNOH	acetaldehyde	28.36654743	28.303233559978498
ISEQIH	neopentane	59.63710148	59.6939160877131
NASCIV	propionitrile	41.10472173	41.06100728323481
KUNWEW	2,3-dimethylbutane	73.42815829	73.37322657840156
FEFCUQ	2,3-dimethylbutane	47.98000779	48.05698635237098
RUVMAX	methyl propyl ether	65.53572488	65.49928545014834
FIPXEJ	methane	23.69773388	23.724855953482685
FUSWIA	ethane	25.13400137	24.965265741488338
HABRIN	propionitrile	43.50121202	43.598394563665714
OFERUN02	methyl propyl ketone	44.26633815	44.30697222281454
LIFWOO	2-pentene	67.55659158	67.42935948173421
KAXQOR01	hydrogen cyanide	34.89361605	34.7751934926801
UXUZAP	methyl tert-butyl ether	54.01701916	53.906157489560584
LUVTEC	methyl propyl ketone	52.90550347	52.897272621007104
MAKXAZ	hydrogen cyanide	33.73001325	33.55429877562634
BENXUP	ethane	30.38041058	30.368422624117784
PUQXUV	neopentane	52.72461169	52.607231334120094
MIKJAR	propene	43.77092091	43.71535176802063
LELMIA01	4-hexen-2-one	90.09037997	89.98248541985761
VAHSIH	dimethylamine	67.52857029	67.42115803023823
NUTQAV	ethene	20.4875427	20.53658922162123
GOMRAC	hydrogen cyanide	44.52030863	44.554586170609554
NUTQAV	propene	28.27271945	28.350542147547923
RURPEA	dimethylamine	57.58223532	57.554898276846046
SUJREV	methane	20.97418085	21.068153550713323
ACOLIP	4,4-dimethyl-1-pentene	23.64081756	24.045184889039934
VONBIK	1,5-heptadiene	80.05896095	80.07217152974285
RUCGOM	4-methyl-1-hexene	73.22883708	73.22138545684622
BEPMIU	methane	12.45228984	12.464046662435996
QESYOD	propionitrile	46.94139318	46.98481245226867
BUVXOG	methane	17.3891911	17.343402677099146
QOCRUW	4-methyl-4-penten-2-one	71.98520309	72.05344036025691
GUYLUI	methyl propyl ketone	88.67600554	88.79656149914585
UVUPOR	isopropyl alcohol	44.78000589	44.78728636099947
MIHHOA	ethene	36.271843	36.28770812702553
IXODUV	ethylamine	35.15429859	35.12512249951915
FAQVEA	4-methyl-1-hexene	31.993216200000003	32.00996208482445
HAFQUC	dimethyl ether	36.33098311	36.319105134803976
GAXWEJ	acetaldehyde	61.60372447	61.56807499252205
HEXNII	hydrogen cyanide	31.88913287	31.945416923357424
OFERUN02	methane	13.57335881	13.596718054216344
YEGYIU	propyl alcohol	-2.667741588	-2.833353214456285
MIHHOA	propyl alcohol	75.27591706	75.25220475150053
WABTOK	ethene	25.56283959	25.539661928931842
UTEWOG	4-methyl-4-penten-2-one	71.35450884	71.3154165779072
KAVROQ	neopentane	56.18399218	56.096178107902794
KEWZOD	neopentane	42.78040512	42.38842340382338
KAVROQ	isopentane	62.26009747	62.48119709360218
FUNCAT	ethene	30.81776322	30.856577313511227
VUQKOI	propionitrile	47.53254878	47.31156225791684
KUNWEW	4,4-dimethyl-1-pentene	74.58739659	74.82187334451251
EXEWAG	methyl tert-butyl ether	53.76082459	53.71363391925225
DAJHUS	propyl alcohol	49.01343376	49.06696783970914
UXEQOE	acetonitrile	82.53903337	82.57260895693622
VAGTUU	2,3-dimethylbutane	79.18077036	79.27254658349574
IXUREZ	dimethylamine	71.92875754	71.74249487106287
KAYBIX	dimethyl ether	37.79176065	37.811864041637456
SAMLAV03	propene	42.21013188	42.13869469110861
HEGJUZ	methyl tert-butyl ether	65.66929795	65.53607880302539
KOMHAW	1,5-heptadiene	14.28552073	14.37901684165239
BOJCIN	4-methyl-1-hexene	71.04832018	71.02539015568318
ESEVIH	acetaldehyde	45.07245347	44.9898304822785
REDROI	propane	49.67891078	49.659200172151756
WEBREC	isopropyl alcohol	56.80897567	56.89749425027364
BEPMIU	neopentane	30.91529011	30.95291558317148
KAYBUJ	methyl isopropyl ether	54.57379756	54.47138007926515
XEJTIR	hydrogen cyanide	35.47352989	35.56377117244746
GIFKIP	acetone	48.08324112	48.141536081282325
EKOPOK	dimethylamine	82.38483319	82.24868300997917
LOQLEJ	dimethyl ether	46.1406986	46.114764677420396
ZESFUY	acetone	34.92302302	34.95197160630929
UVAROZ	ethylamine	56.96839615	56.83674642272211
CESYEF	4-methyl-4-penten-2-one	58.41672519	58.3756946159179
IXUREZ	3-methylpentane	67.96273466	68.03220547104289
TETZID	dimethyl ether	49.278968	49.06827347868598
XEJTIR	propionitrile	54.94318192	54.723693820373285
HIFTOG02	2-pentene	47.87290559	47.73947240231107
KEFBEE	dimethylamine	38.22044257	38.247513751287435
UMEXUF	methyl tert-butyl ether	75.31501617	75.1481608112728
RUFMUA	4-methyl-1-hexene	7.219025816	7.222930403943233
PUQYAC	methyl propyl ether	55.34534354	55.129443635208446
ECODEG	4-methyl-1-hexene	89.31021844	89.28111443927742
LAGWEX	4-hexen-2-one	59.75559075	59.90908675298176
BOJCIN	3-methylpentane	63.34409739	63.412830535953255
CESYEF	hydrogen cyanide	26.88579771	26.979013817721796
MADVUJ	methane	21.42406223	21.324478236886083
XUNGOD	4,4-dimethyl-1-pentene	36.52723334	36.552309273446724
CUMDIY	acetaldehyde	49.48385523	49.54139085216989
PIJJOI	methane	21.21372013	21.114561604464228
XINFUW	isopentane	44.99190442	44.66032820178023
XOVVIO	propane	37.67165728	37.942964075429906
DUXZIG01	neopentane	30.0377848	30.180811065662528
FUTKEL	3-methylpentane	60.0585738	60.192884067079675
ANUGIA	acetonitrile	24.17483257	24.220860740714635
NUTQEZ	4-hexen-2-one	56.88431318	56.698357966641645
YUGLES	acetone	44.51484194	44.51811209765091
DEYVUA	dimethylamine	43.56414179	43.5106754844116
SUJREV	propane	38.18666247	38.40063174902474
PEVPUD	isopropyl alcohol	27.41109274	27.45053414300863
ECODEG	propane	47.74606225	47.755020762839216
FUDQIF	isopropyl alcohol	42.15033129	42.02906526080507
IJENER	2,3-dimethylbutane	81.20341724	81.17876361970355
HEKTUO	propane	44.55308406	44.31771947461935
LIFWOO	1,5-heptadiene	87.76172596	87.69297005450132
WEBREC	2-pentene	62.80693929	62.894625854852585
LEMNOH	propyl alcohol	2.002597799	2.0585309548096897
VASKOR	methyl tert-butyl ether	-51.71486599	-51.57541116244037
LUVTEC	propyl alcohol	42.35869051	42.33599350449325
KEWZOD	1,5-heptadiene	56.66011262	56.60267043668626
BUVXOG	acetone	39.73228331	39.765051868896535
VASKOR	4-methyl-4-penten-2-one	63.20097281	63.04611761945015
BERFIP	dimethylamine	39.83216382	39.78476745869412
FEZREJ	4-methyl-4-penten-2-one	96.67022213	96.57056763376761
HIFTOG	propionitrile	48.45053088	48.20687514280017
VONBIK	dimethylamine	52.03344295	52.23213595995774
GEHSAN	methyl propyl ether	56.24014388	56.33229072204359
JASNAT	methyl tert-butyl ether	52.684230500000005	52.81372861609748
RAZYIC	methyl propyl ketone	61.27987508	61.490999471263194
OTAVOV	hydrogen cyanide	28.52838162	28.463878508557585
UWELIS	isopropyl alcohol	51.78892759	51.86878173895909
RURQEB	propane	44.19877375	44.30020153863826
WALCET	3-methylpentane	6.26639602	6.2431430321289465
KAXQOR	4-hexen-2-one	101.1105271	100.9477753838356
HAFQOW	propene	33.36818917	33.447531294074615
UMEXUF	methyl propyl ether	55.46568429	55.72183594270252
GULPIN	isobutane	49.67548442	49.27715750517139
FERHAN	dimethylamine	56.22640313	56.11596173996512
YAZFOW	propane	37.03321674	37.02868612714051
RIPNIP	isopropyl alcohol	52.56284253	52.60505474673328
RURPEA	acetaldehyde	53.63746583	53.64775298898682
BAEDTA01	methyl propyl ketone	96.81759484	96.76521520613395
PUQYAC	propyl alcohol	61.66229038	61.745307104210994
ULOGIL	methane	16.61872595	16.4101277751429
GACQAE	4,4-dimethyl-1-pentene	45.77134061	46.26713224050596
MOYYEF	propyl alcohol	43.54601684	43.50491063219152
VISTUM	4-methyl-4-penten-2-one	50.10185443	50.159031871665206
HEKTUO	isobutane	25.45109707	25.564642409552444
FUNBIA	propionitrile	58.20569269	58.355417307319655
TERFUT	propyl alcohol	52.63350892	52.352304204753096
OVICUS	acetonitrile	39.52808147	39.50737553098219
AVAQIX	methyl propyl ether	67.47982169	67.53387826050793
GAYFUJ	isopentane	51.65813515	51.70388044414222
OHOLIH	dimethyl ether	39.45792121	39.462716974369094
GUYLOC	acetone	48.30597584	48.511941447555124
FAPTOH	methane	17.22851497	17.094311190638514
SUJREV	propene	38.4431972	38.256492934502
DUXZIG01	propane	26.89045435	26.967306748260714
UVEXAV	acetone	91.42185816	91.42933219020202
LASYOU	propene	29.502885600000003	29.621914117694523
XUVHEB	acetone	51.98476379	52.06687379437844
MIHHOA	4-hexen-2-one	89.27482137	89.35761766201216
LIFWEE	isobutane	44.99530867	44.96579502254317
XEJTIR	ethylamine	54.20628341	54.320268320615064
LAWGIA	isobutane	23.08606743	22.993103900127682
LAVSUY	acetone	48.95571125	48.967906811393746
NADZEZ	methyl tert-butyl ether	-187.4150079	-187.32201746200127
QOJVAM	4-methyl-4-penten-2-one	75.57106082	75.59396102462148
GAYFOD	methane	17.960635600000003	18.032578703264104
HIMSAY	2-pentene	68.47944853	68.59794627263301
FIQCEN	methyl propyl ketone	48.84709388	48.64000007816102
REYCOP	methyl propyl ketone	15.30636356	15.291140957615715
NADZEZ	methyl isopropyl ether	37.77245113	37.93208784810771
OHOLIH	neopentane	59.3432798	59.388631411276194
MOYYIJ	3-methylpentane	45.40964842	45.14853224683711
CUNFOH01	isopropyl alcohol	29.97967667	29.892560199684766
ZESFUY	4-methyl-1-hexene	53.69502682	53.8297280070955
HAZNON	4-hexen-2-one	94.53955038	94.54081450481492
PUQXUV	propene	52.2773908	52.282119174743784
OFERUN02	acetaldehyde	25.06699878	25.076246089206936
KOMHAW	isopropyl alcohol	70.13220737	70.23916424086015
RAZYOI	methyl propyl ether	48.56589134	48.39376922578099
LEDCAA	hydrogen cyanide	34.90926293	35.11305315089911
YEGCUJ	4-methyl-1-hexene	55.68511144	55.74870235170417
RACZIG	propyl alcohol	60.30201416	60.249431600715376
FUNBAS	2,3-dimethylbutane	63.77948609	63.71641085571564
FUSWIA	4,4-dimethyl-1-pentene	63.45783203	63.45371981693732
IQUNAJ	propane	-0.834863591	-0.8870754893708684
FEFCUQ	neopentane	40.41474527	40.428254098206544
HIFTOG02	hydrogen cyanide	30.04678955	30.120502949452725
XIMPOA	ethene	22.23165672	22.36802684443752
SAHYOQ05	1,5-heptadiene	34.66190741	34.71495520299955
MATVEJ	2,3-dimethylbutane	41.48153138	41.77762048842079
NEHZIK	ethylamine	37.34177744	37.404841222683686
FIPXEJ	methyl isopropyl ether	68.36127541	68.26092888645024
WALBOC	dimethylamine	54.64224904	54.4426705363066
YAZYEF	methane	23.55254848	23.520305074348265
BIBBUL	propene	25.13695873	25.223953232062147
COYTEQ	4-methyl-4-penten-2-one	111.0464414	111.07809779981075
ICANAD	dimethyl ether	43.30541016	43.40439285187592
WEBREC	methyl propyl ketone	76.57151850000001	76.71355926239559
YUJNOH	methyl isopropyl ether	61.08406826	61.12449793325773
EMITUQ	methyl isopropyl ether	55.01337277	55.53138486546932
LASYOU	isopropyl alcohol	38.5263651	38.41047643119017
UVAROZ	methyl isopropyl ether	65.00318463	64.80685982481808
WALCET	acetaldehyde	47.17059316	47.148734500586976
UXUZAP	ethene	33.31738256	33.16669147484736
SAKRED	2-pentene	41.156018100000004	41.27924650232823
RATDAS02	methyl propyl ether	52.854288399999994	52.6738086593731
FEFCUQ	ethane	23.56109912	23.123489470474556
IMACZN01	methane	24.15143898	24.0931800239971
YUKBIP01	isopentane	61.25018017	60.97020686370448
KAXQOR01	methyl isopropyl ether	80.51436885	80.43989497839152
AMIKOX	ethene	8.388264687000001	8.420533701452314
YUJNOH	ethene	32.23384701	32.2273337330671
AHOKIR01	isobutane	-15.43617288	-15.324398205276916
IYUJAO	ethene	32.65675457	32.63605645572448
LAGCED	dimethylamine	43.97634113	43.84998759187971
LAWGEW	isopropyl alcohol	27.12420368	26.96366231536875
REDROI	4,4-dimethyl-1-pentene	51.85997509	51.76209586546352
KAYBUJ	methyl propyl ketone	65.59942808	65.50063030436066
YARKEJ	2-pentene	65.77099122	65.59823684257067
HAFQUC	methyl propyl ether	48.73057963	48.71164773834177
PELNEA01	methane	19.25737145	19.326623227239303
QUNMUI	propyl alcohol	34.5422299	34.56840619443918
ZARZAV	3-methylpentane	81.59611943	81.73791584299767
ZIDDIB	acetone	74.62803329	74.57458995520537
BUVYEX	acetone	40.51732015	40.52141453618722
NISCOJ	methyl tert-butyl ether	40.60154533	40.845416608178134
HIFTOG	propene	34.93936003	35.19759125114217
TADCAE	ethane	40.18000133	40.27225787969835
PEVPUD	neopentane	22.90758087	22.904952105530025
XINWUO	methane	14.30292654	14.26158182616222
XOKHAH	methane	18.85003478	18.98384504351922
CUHPUR	acetonitrile	40.07632485	40.02972127411512
ISOHEE	4-hexen-2-one	63.39937858	63.504265017712214
QEVKOS	propyl alcohol	63.47206537	63.41573827659373
RATDAS02	ethylamine	51.22576891	51.03235521467469
VUQKOI	acetaldehyde	42.48757937	42.44978194550766
SUHHOT	isobutane	12.25499642	12.290192416845061
SERKEG	3-methylpentane	43.45895932	43.4780778247804
XUNGUJ	acetonitrile	41.47384165	41.50648888539761
VUQKUO	acetonitrile	50.41760576	50.34777185731215
WALBOC02	4-hexen-2-one	66.05151736	65.72757613211621
KEFBEE	propane	29.13613628	29.237823285546284
MODNIC	2-pentene	39.41690884	39.39025098597772
IXODUV	methyl propyl ketone	52.56679227	52.82796010992327
NALWOO	methyl propyl ketone	59.67287219	59.71756839248653
YARYEV	propyl alcohol	47.27793425	47.281351546109676
UTEWOG	acetaldehyde	35.61021478	35.63047887154373
RATDAS02	methyl propyl ketone	56.65595886	56.618613609513844
UBACUX	2,3-dimethylbutane	58.00475348	57.917621210267896
EZUCIM	isopentane	56.12281411	56.27989168852723
HIHGOW	methyl isopropyl ether	70.24966917	69.7137220189386
DEYDOA	methyl propyl ether	57.21008271	57.13620270642082
QOMFAA	4-hexen-2-one	86.41689986	86.38317058115278
DEYLUQ	isopropyl alcohol	63.06701389	62.941152170424246
PEVQEO	2-pentene	27.177156800000002	27.287602112295858
MAKXAZ	propyl alcohol	63.56700513	63.797560764427125
FECZAQ	4-methyl-4-penten-2-one	55.33408055	55.44016629834554
XEQRAO	propyl alcohol	56.13509441	56.23227166608156
TENLIJ	ethene	30.12011236	30.051112991367766
UVASAM	2-pentene	67.5492224	67.70083107183248
GINLIA	ethylamine	58.25789216	58.01264800517716
KUNWEW	neopentane	54.59326039	54.51702214737993
FUNBOG	ethene	24.55070812	24.50683142113442
MOYYIJ	methyl isopropyl ether	43.55787503	43.66233703880563
ZARZAV	methyl isopropyl ether	85.1619848	84.93157985149685
DUXZIG01	isopropyl alcohol	29.38663048	29.46899059461346
KAVROQ	propyl alcohol	60.67718455	60.63922593665619
PIFPIE	propene	33.40502373	33.79900884281462
QUVDUH	2-pentene	61.52293749	61.71991668375043
XAWVUN	neopentane	26.03309767	26.00853152910223
WEBREC	ethane	33.36873394	33.57598805011267
LABJUV	acetone	52.38393925	52.64964300154746
HEZKIH	acetonitrile	56.92705122	56.730521129624215
WIDZOA	propyl alcohol	54.94406546	54.93329590160397
XEHTUB	ethane	33.12793091	33.125304308327706
VEJYUF02	dimethyl ether	41.4487686	41.49518680010921
PASKAX	methyl propyl ether	67.60900044	67.43222362878862
LEMNOH	propionitrile	25.91243106	25.89257613669637
VISTUM	propyl alcohol	44.02304709	44.11564372133708
ICANEH	2,3-dimethylbutane	75.36137241	75.27392686064574
VISTUM	2-pentene	46.49254341	46.61302964787325
VAHSIH	ethylamine	66.43700226	66.4477092400661
GEDLIM	4-methyl-1-hexene	82.08701273	82.20855061266907
GOMREG	propyl alcohol	87.1413391	87.03099414391171
BONWAD	propionitrile	20.78989479	20.82463290241851
CISMAT01	methane	27.10050065	27.098519933928323
GAYFOD	ethane	27.67736102	27.625602850672962
FIJCUX	4-hexen-2-one	61.02168463	61.02705171229785
XUYXAR	4-methyl-1-hexene	40.03520229	39.97914717254301
YEKXET	methyl propyl ketone	57.13749326	57.11882318112684
CUTKOS	2,3-dimethylbutane	69.27345720000001	69.6891046233049
AMILUE	propionitrile	53.28700247	53.58752373825046
MODNIC	hydrogen cyanide	24.43514256	24.43918579593211
NALWOO	2-pentene	43.9297535	44.061804773758844
GIFKIP	4-hexen-2-one	71.76212695	71.91537187448233
ZIDDIB	propionitrile	77.94713289	78.05850732028681
UBACOR	isopropyl alcohol	62.28773892	62.640141764678376
KAVROQ	isopropyl alcohol	57.37158953	57.50112944230888
LAVSUY	4,4-dimethyl-1-pentene	71.75302543	71.86339858327202
CUYHIO	acetaldehyde	-75.48485184	-75.47035639273565
ICANEH	methyl isopropyl ether	64.01565872	64.0288590521233
GULPIN	2-pentene	64.64840381	64.69875469622932
BERGAI	4-hexen-2-one	98.84772316	98.86440929551038
UVEXAV	acetaldehyde	79.61561197	79.56192323014267
FEZREJ	isopentane	49.02531053	48.751289303726935
TEVZIE	methane	21.34623816	21.300162888868268
LAWGIA	propionitrile	26.68219838	26.67205650438908
LAVSUY	2-pentene	54.81859169	54.61515625987496
QUQFIS	ethane	25.14394785	25.080162271173776
HAFQUC	methyl tert-butyl ether	56.97626227	57.08937614183143
KANDIO	ethene	29.21963488	29.317937490661176
JAVNIE	propyl alcohol	64.9568286	64.96767235078585
ZERQOE	neopentane	17.95898281	17.677124823896616
KIYMAI	isopentane	-15.39965638	-15.418566739977278
FAKLOU	methyl propyl ether	38.04991668	37.81164270748737
BUVYEX	ethane	26.00465751	26.247661903380717
GAYFUJ	methyl tert-butyl ether	47.33630064	47.4156541196536
HOWPOZ	isopentane	52.208160299999996	52.164909037861186
SAKRED	methyl tert-butyl ether	47.35350764	47.4433014356917
SERKEG	hydrogen cyanide	21.82176556	21.855108862697033
HEZKIH	isopentane	58.96746521	59.02920705113796
VEJYUF01	4-hexen-2-one	36.17917366	36.34436101260211
BIBBUL	propionitrile	45.98052629	45.87016308032587
UTEWUM	propene	33.38351967	33.27041982479822
QOMDUS	propionitrile	40.7591313	40.75069646974753
GIZJOP	isopentane	55.11910479	55.20214282936401
KOMHAW	dimethyl ether	44.65608655	44.62559203896638
KIYMAI	methyl propyl ether	30.45575477	30.614166306715852
YUKBIP01	neopentane	60.21677181	60.42530459764317
GAXWEJ	4-methyl-1-hexene	51.55618811	51.628078569778204
EXEWAG	4-methyl-4-penten-2-one	62.73871188	62.82738499121173
SAHYOQ03	4-methyl-4-penten-2-one	37.00524861	36.96703463209729
LEGGEK	acetone	104.2309698	103.98238382607427
RURQEB	isopropyl alcohol	56.81039623	56.99771575139524
HEZKIH	methane	21.34082105	21.500248956856517
DAGDIZ	4-hexen-2-one	75.4890193	75.65403804280217
PEGBUA	1,5-heptadiene	50.36899866	50.40146891473232
MATTUX	2-pentene	48.64200669	48.63608584765364
VUSKEA	4-methyl-4-penten-2-one	36.41338247	36.350956341228446
QUQPIC	acetonitrile	37.43853198	37.53241445616812
KIYMAI	hydrogen cyanide	63.21308861	63.33209342011595
SAHYOQ04	methyl propyl ether	26.39111432	26.31797565195633
XEJTIR	methyl propyl ether	40.27476578	40.39587487344064
YUJNOH	4-methyl-1-hexene	67.86446435	67.92402899143967
UVUPOR	isopentane	50.73529951	50.86600177474519
EDUSIF	4-hexen-2-one	36.47802519	36.49019308800988
ELAFUT	dimethyl ether	56.34259674	56.38943450918912
CISMAT01	4-methyl-4-penten-2-one	80.29086048	80.26699795127323
TEVZIE	dimethyl ether	41.86345524	41.960465647557655
SEFSOM	neopentane	48.891356099999996	48.62041825751791
AHOKIR01	isopentane	-26.6330702	-26.615895676437034
WECJAR	isopropyl alcohol	57.40909266	57.44928372674485
BOJCIN	propane	36.24614141	36.307898234065995
MOCKEV	dimethylamine	38.68210611	38.90516816112619
CUMDIY	methyl propyl ether	70.87236209	70.82757160994602
OFUYUL	2-pentene	52.70291178	52.70605200911357
HAMJOW	methyl propyl ether	52.30597153	52.421340339729255
YEKXET	propionitrile	43.36570239	43.1612052733628
IXISOX	4-methyl-4-penten-2-one	79.30229814	79.33447454152123
CUMDIY	4,4-dimethyl-1-pentene	61.32495022	61.309421125864915
UVARIT	ethene	35.27056064	35.19774580271496
IQUNAJ01	hydrogen cyanide	20.71466194	20.839199669104037
GUYMAP	isopentane	46.41241749	46.51025778763146
LEDCAA	propane	23.08826064	22.902259148061614
NUYWOU	methyl tert-butyl ether	45.56851288	45.58714489279122
XUNGOD	3-methylpentane	68.4083379	68.41211183513046
BARZAW	acetone	47.65444764	47.452698708403744
GOMRAC	4-methyl-1-hexene	124.3738365	124.37776891519896
WENDIE	2,3-dimethylbutane	27.88183117	28.20652550881712
BONWIL	isopropyl alcohol	27.29676268	27.313890835326
YEKXET	2-pentene	46.47688244	46.026489242042
AVAQIX	3-methylpentane	81.32409817	81.15650040062347
NALWOO	2,3-dimethylbutane	50.61440886	50.704725188562634
ERUFUS	propionitrile	55.52458854	55.640800694666474
XEXLOD	propane	30.81474125	30.89267454911797
QOCRUW	dimethyl ether	40.26653332	40.27693192909357
IBIDAA	2,3-dimethylbutane	41.45815249	41.53858649883372
DAGDIZ	propane	37.22129868	37.077394219410216
OHOLIH	isopropyl alcohol	53.04095865	52.91246090236832
HOWPOZ	ethene	24.26598559	24.1595230493899
MIBQAR18	4-methyl-4-penten-2-one	37.74768515	37.781116980589765
YEGCUJ	isobutane	34.3360585	34.36260808994518
NISCOJ	isopentane	66.39413779	66.04125758278867
MADVUJ	propyl alcohol	55.60254383	55.62358682388954
TESHAB	propane	42.76866746	42.58613169996635
ERUFUS	methyl propyl ketone	52.05321952	52.144663599642364
PAPXUB	4-methyl-1-hexene	77.91650621	77.9097715005557
RIPNIP	neopentane	52.91303758	52.85654127628744
EKOPOK	acetone	82.13077617	82.25716468153124
BIBBUL	dimethylamine	44.94728763	44.92174796968978
XIDBUJ	4-methyl-1-hexene	65.52212711	65.45927936880499
FAPTOH	isopropyl alcohol	47.82830179	47.85272659967659
KEWZOD	4-methyl-1-hexene	57.5217956	57.455955963290066
QUQFIS	4-methyl-4-penten-2-one	60.38962107	60.35214510316859
ZEDROR	acetaldehyde	56.07205032	56.242347197814084
SEFBOV	dimethylamine	29.83736524	29.782222968953267
MATVEJ	ethylamine	34.03973531	34.17193085804117
GUYMAP	isopropyl alcohol	49.31177165	49.317394310139726
ACOLIP	methyl isopropyl ether	56.92180119	57.19044690314981
KEFBEE	hydrogen cyanide	29.89985422	29.875614800247796
MIBQAR	propyl alcohol	26.01985162	26.10969139142678
WENDIE	4-hexen-2-one	96.0191389	95.97040212667609
LOFZUB	methyl isopropyl ether	84.64710457	84.7051965883543
FAPTIB	methyl propyl ketone	62.3558457	62.63877734639639
BARZAW	hydrogen cyanide	25.82431041	25.758119624146776
XINFUW	acetaldehyde	38.89696316	38.9661057485338
FAGREM	dimethylamine	41.99054156	41.848617151216615
OFUYUL	4-methyl-1-hexene	70.36987321	70.44412608058637
RUMWUS	4-methyl-1-hexene	86.52606249	86.49585101816452
RAZYOI	1,5-heptadiene	66.54500399	66.4323384900733
KEWZOD	3-methylpentane	52.15783828	52.209924327961346
VARRIP	methyl isopropyl ether	78.05477897	78.03993460227687
QUVDUH	acetone	64.5152592	64.67879286735864
OFERUN02	hydrogen cyanide	18.39473542	18.375689299103204
XUGSEY	4-hexen-2-one	80.17039956	80.07782785431137
PORVUO	2-pentene	64.12733416	64.58679277126099
MATVAF	1,5-heptadiene	59.07383302	59.13622486844878
FIRVEH	methyl tert-butyl ether	19.83601025	19.751901036395296
UTEWUM	methyl propyl ketone	67.22227159999998	67.2466285673561
HIFTOG	2-pentene	48.01110942	47.98197646605831
QURSEC	1,5-heptadiene	81.97790477	82.07299224279646
ZISYAD	dimethylamine	45.52906455	45.4350011670522
LIFWEE	methyl isopropyl ether	58.47932785	58.5250238531674
FEWGUL	isopropyl alcohol	62.87117134	62.759751306753735
BEPMIU	propionitrile	37.25664274	37.31690390398738
CESYEF01	4-methyl-1-hexene	65.15825246	65.23109034188431
MOCKEV	ethene	20.45059637	20.55807360718166
COGWEB	4-hexen-2-one	65.93318482	66.06988907150567
DIDDOK	acetonitrile	28.52628802	28.67143602383718
FIPWOS	dimethyl ether	55.63437811	55.74097189549031
QUQPIC	1,5-heptadiene	49.18861331	49.187249643970944
DAGDIZ	isobutane	46.84628641	46.798299782304845
WONZUV	methane	13.25484953	13.29545275438574
ABUWOJ	4-hexen-2-one	80.60389249	80.69008976304079
IXOFIL	isopropyl alcohol	45.57798781	45.43855518246937
QEFNAQ	hydrogen cyanide	37.84670919	37.81865804389638
KINHAS	acetone	56.26769536	56.20012919712767
QUPHUF	isopentane	72.96760986	73.3289218174109
DOTWAL	propane	40.78505673	40.866741826328145
BUVYEX	acetaldehyde	34.68922083	34.70235627818435
