MOF	molecule	H	1	2	3	4	5	6	7	8	9	10	average
ABUWOJ	methyldiethylamine	70.78847887	60.49595939771739	61.12269510041732	57.52515634104482	58.885141788385425	57.38212602346213	59.630851822833385	60.69112943336025	61.12366200764463	58.78232319429668	60.52992543960217	59.61689705487642
ABUWOJ	propionaldehyde	49.29684675	50.29491495365333	52.414509466993856	47.892740040716674	49.61445711228574	49.93534347723777	49.64440805549512	50.48865226553788	48.72491669898808	49.91954625288921	49.64010734944393	49.85695956732417
ABUWOJ	3-methyl-1-butanol	69.47902746	71.08120606275418	72.63687094799211	72.39470576193747	72.8429673457715	69.23082329338362	71.08400918835943	70.91725644232403	73.07919173750442	70.61734979298683	69.5676125496439	71.34519931226575
ABUWOJ	1,5-hexadiene	68.79971248	68.57506362885063	69.51981872886424	65.86429301502032	66.24264063712968	67.91300306731446	69.23687810223676	67.03599591921748	66.88386062179679	67.32387907029273	67.16953023565961	67.57649630263828
ABUWOJ	propylamine	54.817668999999995	55.926229091749825	53.71748320155073	51.64215167188605	53.09388607837596	53.07567493796583	53.647028230052605	52.63145626925846	53.40588603363318	52.7814058667816	52.65560252201503	53.257680390326925
ACOLIP	1-butene	49.54115661	42.702130758281065	42.92455273943862	43.19471315160753	43.4403494188486	42.21270610286404	42.10714582125521	39.91465566935465	43.13271841118982	42.640763654492105	40.71596989968647	42.29857056270181
ACOLIP	1-methyl-3-buten-1-ol	85.79960749	66.63398748964732	70.34469337839327	64.89142515348284	66.60563461958529	65.6484397575484	65.91494064797295	66.33006938845038	69.1378421205829	67.96558366071874	66.51111280148157	66.99837290178637
ACOLIP	1,3,5-heptatriene	69.91550254	68.62836966007269	68.71516452917223	69.06483147623622	71.08510704932937	68.91972517812573	69.35570767211907	70.36202049446912	67.76945023046125	67.63381914805299	65.84325827193975	68.73774537099784
ACOLIP	2-hexene	66.05616584	64.04552577352348	60.858706120015185	59.94648400467168	57.10544060885405	57.113267599166704	56.50126920702869	60.85577468055907	59.838510504599824	58.89687202716518	58.40645203804151	59.356830256362535
ACOLIP	2-methylpentane	63.17888938	59.45785875550907	56.67745536694655	60.2024913632248	59.88541028967455	60.19807776654551	59.77865162377716	59.79980618183904	60.05800893806209	59.95229508323293	59.94156911646965	59.59516244852813
ACOLIP	2,2-dimethylbutane	24.28454193	47.373726570503706	53.877805553102846	51.02075416811695	49.08351857096045	49.23421268987405	53.10776292982688	47.41284542962312	48.2911879598167	48.04461894431456	49.89744815856669	49.73438809747059
ACOLIP	4-methyl-4-pentenal	82.74200873	73.08536934611152	73.77465477701824	70.36222450076481	73.11808573661158	72.21735024657754	72.60053336102307	71.9027710935624	74.57864975120951	72.60999935429547	73.87510741135384	72.8124745578528
ACOLIP	5-hexen-2-one	72.29112986	74.50150493315154	74.79514219527067	72.3046825931494	77.07540323455899	73.17487801606242	74.20754742377022	73.68415957659012	74.32471704156359	73.57499257895311	73.58050479235177	74.12235323854219
ACOLIP	dimethylethylamine	59.07380271	57.48488626056534	54.22939942061512	59.82655134282145	54.96664079518132	60.36161751626318	60.00287916177996	57.687480856415355	55.025929559352605	61.416175780948464	57.91423197245239	57.89157926663952
ACOLIP	isobutene	51.71632275	44.05484384621046	44.55213562795472	45.16816706863249	45.34139900962564	45.02325181938514	43.57042644623979	41.55941355269071	45.15863612551486	44.31202708989181	41.40004077752339	44.0140341363669
ACOLIP	methyldiethylamine	53.3262578	48.865197059767176	46.215228987015166	47.153846577286856	46.83316331730007	55.486713231506855	53.46495769285093	53.02426588926333	50.43677413980097	52.93795874511047	47.48919364057412	50.19072992804759
ACOLIP	propionaldehyde	52.54172204	59.46071794254456	59.7254678848461	61.52415026023737	59.24275980678367	60.35625691841305	59.168314511767996	62.26843709146717	61.20566660738617	59.46475767220602	60.02324818318595	60.243977687883806
ACOLIP	3-methyl-1-butanol	86.55345085	72.5425921766796	74.18353588618916	71.93964487574894	72.55610661131698	75.61895564641553	72.20686983756424	74.06285573281104	68.73814617623137	70.19991285413013	72.6129068721159	72.4661526669203
ACOLIP	1,5-hexadiene	65.12624948	55.22897541516501	58.2047346028044	53.39772947482853	55.354527968874066	52.3475260706013	56.245494380698815	46.84040399023844	53.645292113730015	54.35527799971806	52.87899653759034	53.84989585542489
ACOLIP	propylamine	71.83785232	62.96588055497878	60.76633994738993	61.28132543377442	60.932345295119795	63.22774960875585	61.362498389515665	62.730416676673165	62.686502154017894	63.745324070932014	62.155288892462984	62.185367102362044
AFITIT	1-butene	47.9316844	45.709510256617435	45.026030160710306	44.29324027045106	44.77362498413833	43.96562986690665	42.3059837902161	44.81585821649668	44.515464973147836	44.14439368986441	42.78069601664514	44.2330432225194
AFITIT	1-methyl-3-buten-1-ol	77.66441152	67.14358317965323	67.34251758462874	66.50892918684025	66.68349342915944	68.0275035773196	68.20109602744883	66.92837655764255	69.13406207298951	70.12900062881732	65.12369405690922	67.52222563014087
AFITIT	1,3,5-heptatriene	72.50368077	79.42827950481802	77.81057665497032	78.8499087873498	79.67135978964178	79.08519762833565	77.83603826446378	78.87084625518145	75.05661004670449	78.25951958118233	80.10496143542937	78.4973297948077
AFITIT	2-hexene	67.35791291	64.31445856292169	63.33725786776365	63.05260829091844	62.9263143433351	63.42398969527471	63.31599777192181	63.1056385669404	63.42422048756475	64.97627449452854	63.97267685936088	63.584943694052996
AFITIT	2-methylpentane	68.33532353	65.1878256777438	65.58630330731529	65.33095097614407	65.58238141490592	65.48738977905066	65.246702979099	65.52834737544903	65.38731282093005	65.71315052530092	65.56570501209787	65.46160698680366
AFITIT	2,2-dimethylbutane	60.54926944	62.73976259274757	62.129381624743786	62.732714119097544	65.9269441732048	63.64518927979413	63.864648025852055	64.38825539239025	62.796599577137805	62.223734758367165	63.39818233462296	63.3845411877958
AFITIT	4-methyl-4-pentenal	78.36212274	79.6974080575248	77.41755226463567	79.58053202947343	79.90045602574928	79.14217026129313	78.17688711837125	79.07378487572598	77.54244850310916	78.08427255936458	79.53619167653633	78.81517033717836
AFITIT	5-hexen-2-one	79.63948265	81.28103019996074	79.23281944067567	80.38873034113608	80.85440182302222	80.45959915678671	80.3743535902621	80.0907323151962	78.91647851259087	79.47670215141271	80.61261715599699	80.16874646870403
AFITIT	dimethylethylamine	68.41829663	54.53687406478521	56.185357991669676	56.15416147839563	56.92007265680507	57.05767270777434	55.07706184294845	55.61434831508051	56.58626421828688	57.91767988155167	55.25706665757095	56.130655981486846
AFITIT	isobutene	48.37229839	46.39147361608803	46.326149757354585	45.85154824700382	46.55052347244719	45.32396673974348	44.79543274275584	45.720283304265955	45.51336848291252	46.629037363071205	44.368109316497275	45.746989304214
AFITIT	methyldiethylamine	74.47558609999999	62.50697776642374	61.602191318128064	60.66841058531894	63.152008179465454	61.2173674241091	60.9755609078894	62.81877851445674	63.614961172677276	64.4124390934885	61.02213486594481	62.19908298279021
AFITIT	propionaldehyde	57.23612993	55.50636342165149	54.84292750598368	55.915577243428544	54.256494846602635	53.97725869417593	54.37615785345207	54.500342139236004	53.777331894423014	55.45026809783031	54.64440255053366	54.72471242473173
AFITIT	3-methyl-1-butanol	76.14004915	76.33960149464333	76.47227928141112	76.62736521894797	77.66727194301359	78.56281685958272	74.34389445274243	78.23755184856022	77.79363584347806	77.08013570651065	74.28706221069167	76.74116148595819
AFITIT	1,5-hexadiene	64.8598528	63.56870708799722	61.9018029822645	61.36881896173436	64.6628216170345	62.550038878002624	65.4988969544715	62.51424273080004	59.26035777663439	62.754596651921865	62.16335055886488	62.62436341997259
AFITIT	propylamine	58.23688721	55.957151106922886	55.99972815198345	56.19213943032214	56.22825724350965	56.740750679549535	55.801433903245204	56.610996900610466	56.50333847156876	56.29355599851795	57.580298021893626	56.390764990812364
AGARUW	1-butene	45.94855399	45.08175969709208	42.56815038739839	42.95108184482876	42.85715829820088	42.88721523969494	42.871807260044505	43.583878063079375	44.02978273296809	43.553010946447586	41.58207145046936	43.1965915920224
AGARUW	1-methyl-3-buten-1-ol	91.28378134	72.47466814794727	78.65665668939843	74.53650433734599	72.36240228639332	71.57722087107265	76.04266666928903	75.70120467224429	74.33897791764257	75.35540968983047	76.70897292508614	74.77546842062502
AGARUW	1,3,5-heptatriene	71.44142586	78.47765410096248	72.69766115589204	76.85882862421884	73.88143947308082	75.49329090342746	73.40400172172453	75.25693128651906	75.53511736710104	76.75679589151602	76.9299325115302	75.52916530359725
AGARUW	2-hexene	66.29856979	64.6556898976198	63.088535548427394	63.56070742078258	64.56059337715347	60.70697705212322	62.96909281364234	65.29183108002034	65.59044112601816	66.04662562164891	65.96015512558151	64.24306490630178
AGARUW	2-methylpentane	68.61400013	68.55225985545697	68.72746960926443	68.56200502182934	68.5705826520211	69.86038224980372	68.68418352864649	68.4885234378785	68.717499174099	68.391122677525	71.05867878445586	68.96127069909804
AGARUW	2,2-dimethylbutane	65.03617475	67.04683879445243	67.4312981050312	66.8410687104282	66.44603224056414	68.27851183494333	66.76133545316983	67.68290665667182	66.53476425133798	66.86337509564086	63.566439389445996	66.74525705316859
AGARUW	4-methyl-4-pentenal	78.80502316	79.4658386138936	74.45898732394592	80.50234277094269	76.29306507561604	77.20022344698965	75.31755782958481	80.04889670454273	77.39371085791109	77.46373945383111	75.82291738962256	77.396727946688
AGARUW	5-hexen-2-one	79.53461477	82.28061531448583	79.53367983592794	84.40310880513942	81.80005097686198	81.94933773987617	83.85421214072196	84.5082496100382	81.37580526800993	81.70516756540677	83.64913078369642	82.50593580401646
AGARUW	dimethylethylamine	61.84283541	59.63458829048296	60.080328897883724	59.405702085819605	59.28864783533686	57.87071985481196	60.843560660108125	54.355848620242654	56.22755361010732	58.06032375038415	58.91598057994775	58.46832541851249
AGARUW	isobutene	45.90654641	46.373344358837215	43.99243464317576	43.331711808639525	44.43893820752223	44.716258941649514	42.4843418083903	43.516404659067916	44.959950676431426	44.55104914571336	42.26089740088694	44.06253316503142
AGARUW	methyldiethylamine	74.71163426	61.93300757590585	66.93031121687527	64.39840457317914	64.80856189605733	61.867491868998236	66.33529002123647	62.029602129733284	61.84812105432023	63.51363376516147	65.83847645198207	63.95029005534493
AGARUW	propionaldehyde	51.82129685	52.94776004843113	51.52872812029936	54.36693986021438	51.67594053113198	52.15741924044476	50.01200777450899	54.4968886989224	53.503789418735465	52.3310238392073	48.39981457772218	52.1420312109618
AGARUW	3-methyl-1-butanol	91.59243115	78.40069702006143	87.25185078911026	85.1439832934133	84.25404384853684	85.06058453830698	80.04847418899188	85.14097028157865	80.6070701523098	83.76991749895564	81.82364591372169	83.15012375249864
AGARUW	1,5-hexadiene	63.473833400000004	66.00991575168281	60.11175285704924	62.0352284352334	59.470591822017816	63.70810617329242	65.48965773136716	63.55294772908289	60.50219517691583	62.471561997826555	63.75525415942437	62.71072118338925
AGARUW	propylamine	60.17411368	57.09410129464516	59.22504842055274	62.684032065152465	60.68241418910566	57.38523765661699	59.188837560588915	58.195683219940896	56.687338316596026	61.0442153859692	57.94713525639465	59.01340433655626
AHOKIR01	1-butene	22.99308461	7.481146819455429	19.92215768366176	5.572005398024668	10.19943222058816	3.9469491693463032	11.150308362530973	19.806016104593684	5.936739930036773	15.203680151569156	13.66337310402319	11.28818089438301
AHOKIR01	1-methyl-3-buten-1-ol	4.459353352	15.339446081372072	17.830522939666135	30.30963347664057	22.877119839545394	17.118331525184942	22.111608756726476	28.86962681288473	18.65853686612957	20.821197850931142	31.672665478059063	22.560868962714004
AHOKIR01	1,3,5-heptatriene	40.34157849	32.528359156788426	31.414532974711353	37.753269956227655	28.1296165381943	25.16535812679872	33.43392881648849	35.85612386401751	35.386170909743896	38.49620754800051	19.076185926180617	31.72397538171515
AHOKIR01	2-hexene	34.312998799999995	25.868746815301698	10.555810943863133	11.036167499233345	17.748208378762374	11.305721043112388	10.39196640029967	9.542471063899564	13.68168913682981	15.52654038340374	1.9333899556895544	12.759071162039527
AHOKIR01	5-hexen-2-one	27.8275811	33.03122391104367	23.926542730015825	31.144156839393688	20.504357503086958	12.120499521102087	37.22489401022217	30.233275067054233	31.21541227755384	34.28567099819386	31.206743331913078	28.489277618957942
AHOKIR01	isobutene	22.21116692	17.044972768096198	23.458181872139924	7.331047109809795	12.567353130655775	13.864237654718934	8.71964789865744	16.945659363649018	13.412660748024168	17.050174172337382	14.320201461950889	14.47141361800395
AHOKIR01	propionaldehyde	50.01721788	45.22683318161954	49.04724615053734	48.057598879306106	45.36217276055786	48.547121707796286	44.39126785770581	51.763253401191044	45.001134002805536	44.04547304055083	45.00078690199359	46.64428878840639
AHOKIR01	1,5-hexadiene	36.33147147	22.03335171088426	25.519384235416126	15.037745918818016	17.653462731193905	8.335354714868496	24.253736138035283	15.519193210942573	10.906988305496311	2.255058211958347	2.2918650185021994	14.380614019611551
AHOKIR01	propylamine	20.9790152	54.900189481619044	60.14393454031322	59.86579161930442	57.17883190118708	57.20417952101629	53.73521775120818	39.027583737573906	58.794875871866594	56.25804287119415	58.74671406144552	55.58553613567284
AMILUE	1-butene	56.39099155	49.090575161200476	48.58688014474131	48.20004607948722	50.625599774694365	49.214694675622496	49.41800307622746	49.60477705694646	50.690526118616226	48.91223388874112	47.26772213156282	49.161105810783994
AMILUE	1-methyl-3-buten-1-ol	74.94221126	68.55233852076242	71.8308756788169	69.89517231936283	72.31859871204755	68.46249261635104	70.34386601651849	70.84476938533241	74.40091945313424	72.10687810168687	74.54839417991232	71.3304304983925
AMILUE	1,3,5-heptatriene	85.71524995	83.91269227374826	83.66744169252549	85.818338951036	80.60744011229123	75.56766298525142	84.57429788144027	86.8717791409734	81.49381717345422	86.2130440373147	80.83033091948278	82.95568451675177
AMILUE	2-hexene	76.54135029	63.11954994447075	64.56454862008869	66.2231970792175	61.63594455032205	61.91624570991551	62.16410759564568	67.10454968489258	65.02757493004518	61.85801718647957	65.34115828766099	63.89548935887384
AMILUE	2-methylpentane	57.83571011	51.12224384919133	51.09254636264731	51.02717865380051	51.021109530678714	51.04339837590995	49.24615330878747	51.83042630503672	50.818502896203334	51.12110255802682	51.100812475149574	50.942347431543176
AMILUE	2,2-dimethylbutane	44.59342338	55.90546653095969	47.012959168830214	47.95871009661602	42.71280388221767	47.647053525694254	46.02576850111679	49.50320547048404	47.18771956656834	48.28430223190795	44.743113752880745	47.69811027272756
AMILUE	4-methyl-4-pentenal	77.75654843	81.43283323833263	78.09978651563121	80.90334276113607	76.84878216455347	76.93380946967505	79.1335998730935	81.40052923365866	82.32225727042763	81.12010322253829	80.66757448496983	79.88626182340163
AMILUE	5-hexen-2-one	88.63973886	86.8834271833363	82.36977942898827	83.2519822138589	86.18100641888184	84.28115963511124	85.59824168016966	85.28076030556663	86.69262240979926	85.34763146765978	86.30767258609825	85.21942833294702
AMILUE	dimethylethylamine	62.04123414	58.95574299401796	60.098693524573264	58.993600841008885	59.086076434651275	62.660600263593274	60.22124458495811	59.52125789431673	61.24182874357017	61.58693223977623	59.88235774061136	60.22483352610774
AMILUE	isobutene	54.15484982	50.08785412896886	49.24965371251884	50.078597267220786	53.48870106080406	50.242068707569004	50.558382320565556	50.926784646257616	52.41607299483534	51.69427154279619	50.540035056326744	50.928242143786306
AMILUE	methyldiethylamine	57.51621611	52.566235360756906	51.992981207067665	54.8769115166975	50.803012869908244	54.10443554803113	52.6015336510607	55.151138419944466	52.47862559461895	53.74285478595144	48.250665910520944	52.656839486455794
AMILUE	propionaldehyde	59.28151212	53.93598003765448	59.39335928816025	57.44197758655962	58.09339729489678	53.23220316076168	56.59157440453608	59.489779138805055	56.59704066509546	59.75543961271862	56.77294241799502	57.130369360718305
AMILUE	3-methyl-1-butanol	77.4086825	67.08604348122704	70.8588646338584	67.07035936036259	65.3001831319008	66.27781796098036	64.0080473853161	67.67204476292964	67.04408885341374	67.48709382826901	65.72527839280308	66.85298217910608
AMILUE	1,5-hexadiene	71.86014935	70.8864566514019	66.44089397030417	62.9708878514102	68.56938713842621	64.91829449115511	68.37458365594787	68.23728040781587	72.31597494549777	69.75138449068501	63.33752616086643	67.58026697635107
AMILUE	propylamine	62.75872003	58.1068116555433	60.71178482244201	59.03386465534112	56.98968412579747	57.845029749223386	57.92156171675594	59.63564729488395	60.31240126505353	57.49723849846978	57.31231477414784	58.53663385576583
AMIMEP	1-butene	58.11025428	52.14066397971399	52.281978251928216	53.34223802154362	53.5183142513896	52.352650648028515	51.56807127745161	52.2148686207717	53.596167074904066	51.3452102102431	50.62174545382576	52.298190778980015
AMIMEP	1-methyl-3-buten-1-ol	86.82773564	79.05067024357228	81.60328270698905	79.68152654853242	82.23834305611943	83.1214698647761	81.8798319694896	80.3707632464214	82.15388108288072	81.77026570432119	81.12271326995653	81.29927476930588
AMIMEP	1,3,5-heptatriene	89.61780984	92.89585659514664	91.46273504473363	93.13263321564146	88.57587560829158	91.29794143943066	95.099015538698	98.05197070232452	86.45844646701096	91.73926733693362	92.11187488407536	92.08256168322865
AMIMEP	2-hexene	80.71752135	71.84143216137312	69.62928781368812	74.91180965327007	67.18356819083425	68.89556591770022	68.13088978687081	72.70135420559949	71.12368381442532	70.57382271995755	69.80279509653346	70.47942093602524
AMIMEP	2-methylpentane	77.40246395	71.87772052537791	71.66315424136552	59.34813520184921	71.84381153492335	71.59515424901545	57.801198304018534	70.1171454764492	58.92097695375376	71.75567162826904	71.64328921074559	67.65662573257676
AMIMEP	2,2-dimethylbutane	50.90250751	70.20938221453267	52.14461316511976	51.94502975974444	50.627826027732546	52.80836788417691	50.63795061464226	53.90580592000201	51.307250206477846	53.242567584447116	51.95830530245118	53.87870986793267
AMIMEP	4-methyl-4-pentenal	98.63025399	97.64217256974341	92.78556060709562	93.03023899824598	91.24042637502647	94.01708079908262	97.40795370878267	97.23565844810568	94.4922966341362	95.73764906158901	95.83171517764669	94.94207523794543
AMIMEP	5-hexen-2-one	101.18239799999999	100.90940868341313	97.83253941441691	94.76687694476006	100.50139699597322	101.9545788583572	99.43991640190954	101.06848674623663	99.89008099750728	101.41009677251283	100.31346402091292	99.80868458359997
AMIMEP	dimethylethylamine	67.39969801	68.44277681973166	68.65163652667678	66.55541092297454	65.47929995197795	65.8247819332601	64.86911599456633	66.37224118086354	68.07820488482871	70.14731273789548	63.37068963958489	66.779147059236
AMIMEP	isobutene	57.534136	55.10495679615297	53.09870957307035	55.77479194142743	57.35237225218201	54.280540628361045	53.189715103780145	53.395820008625336	55.29732856995002	54.22133100574233	53.178498396810035	54.48940642761018
AMIMEP	methyldiethylamine	67.90395904	63.49500465539119	63.42854116889692	64.12408844930782	60.01024074423731	58.33679167227978	57.41737589259018	65.01411436552837	62.05016343815847	66.20938592364924	58.666587038862566	61.875229334890186
AMIMEP	propionaldehyde	72.42802107	65.17114339299297	67.40743446875088	66.61396395594178	65.11019063300841	63.90851508886051	64.71680592743701	68.67416914303234	66.11665745742748	68.54457457226586	66.38203655944884	66.26454911991661
AMIMEP	3-methyl-1-butanol	71.4789074	86.64472231362333	84.6370625486863	80.5512820956154	83.39158078621686	84.09857847673976	84.54671017335917	88.16627476711145	80.38696662944027	82.80999220604633	84.36334122891412	83.95965112257531
AMIMEP	1,5-hexadiene	76.66952982	73.95956560436335	67.68394564416548	64.9909504989798	66.98159766513156	70.69123743785053	70.61298334944985	70.7293334645727	74.64296942945315	69.0225951853	70.4230156456524	69.97381939249189
AMIMEP	propylamine	68.32018871	70.15286432874234	67.9149148335939	67.46737100719257	67.43225858925895	68.36740614879729	68.69815381582133	67.4063493257729	69.91695884437156	68.78599501739595	67.78065186072267	68.39229237716695
AMUCOB	1-butene	33.05387306	21.654081263604628	30.2432373173938	30.16579276742087	23.567342033697855	31.457580356874793	21.954612564635532	26.260764101606345	26.585173399681967	27.856469662662686	25.359544316986334	26.510459778456482
AMUCOB	1-methyl-3-buten-1-ol	-9.630948522	-18.6568030078313	-1.0131978062726767	6.185962847386626	-3.6649301019557425	0.8575866431832799	42.99438823682472	24.383758334626965	-10.799892789748654	-7.361480861278721	-1.2727085014844652	3.1652682993450028
AMUCOB	1,3,5-heptatriene	43.12307359	20.674095544499806	35.05058376947394	32.517678814138016	38.645028381603424	25.397956345138866	31.234816904074716	24.865227222734685	23.559411956783478	30.360726033345994	30.039779684733436	29.234530465652636
AMUCOB	2-hexene	35.39048649	38.96622971350245	23.07132315634397	19.341055715228325	24.5025460047109	17.400703289379724	15.562028912372702	22.90024608149569	27.411231018760276	27.05310202562425	28.1739012465843	24.438236716400258
AMUCOB	5-hexen-2-one	-1.408437531	14.015397473744784	11.196665963427392	4.116399081700477	9.736017257082866	5.308644845608545	47.386206373074934	-1.0444341491875937	16.25523789793878	12.437029860918503	8.588301935628143	12.799546653993684
AMUCOB	propionaldehyde	30.78840467	33.851719805800755	37.743199266621126	20.632171699516586	28.758170228197855	20.345829666723755	37.589114289494084	39.1629466998546	36.29725785482593	31.68211563777867	26.213816726814002	31.22763418756274
AMUCOB	1,5-hexadiene	35.6304219	25.140687252502715	30.726321590107528	30.76381153450403	25.31931624906968	23.673555376143746	26.394754005770228	24.695135902657846	20.669313152754818	28.75416796568252	23.854721301362204	25.999178433055533
AMUCOB	propylamine	2.699232911	36.7278233010653	24.774550380150618	20.80344981284167	15.476898509506631	18.923781815882585	24.680899487959028	24.73983846394376	23.21130892781232	21.237957826693307	17.615971986546118	22.819248051240134
ANUGIA	1-butene	29.75836677	28.636986477330577	25.46347225007148	26.744910579239022	27.676757141956116	27.698392432033078	26.948484648917283	27.72799671722864	28.324340611956984	26.777848751329284	27.51329832107282	27.35124879311353
ANUGIA	1-methyl-3-buten-1-ol	42.03672515	39.9634174636779	40.26145341911135	37.120042392502576	36.784937511359644	37.709098308338255	40.29741441435265	37.826249167214705	39.60838233765077	39.10888392722433	37.92824969236875	38.66081286338009
ANUGIA	1,3,5-heptatriene	44.94162643	44.07410539282798	44.340895493177705	44.80103302274572	45.655277937145	43.96473033800565	45.139149525501026	43.07215515713314	45.2919618704765	43.703893153706645	44.32438621667591	44.436758810739526
ANUGIA	2-hexene	41.199467600000006	41.12341671019632	41.76454310139846	41.62878490741421	42.58843603453236	41.703193526125105	41.16361387903068	41.24038098866655	41.56959802313523	41.67277258961895	41.28864910298849	41.57433888631063
ANUGIA	2-methylpentane	42.91987446	42.32095882564701	42.293488174228486	42.37806024970576	42.22236299679721	42.44582694226715	40.50462832906213	42.04546311331155	41.23723170727432	42.34296348163028	42.340121601836124	42.013110542176
ANUGIA	2,2-dimethylbutane	40.66838504	42.05458189185419	42.054472976564206	42.68296942390602	42.08842393829895	42.14652721033207	40.53088347458334	42.60804130764533	42.26675292063974	40.987086489318195	42.00130722378479	41.942104685692684
ANUGIA	4-methyl-4-pentenal	46.7146468	44.62640935020821	44.89127185951437	44.9481624084377	44.32776481652046	45.16551706649394	42.7399509492575	43.64280354312721	45.20331905993238	45.65140931323333	43.62022845875487	44.481683682547995
ANUGIA	5-hexen-2-one	46.02832886	46.65003779108984	46.44544447917884	46.69697824184336	46.02771547309991	46.268883958898364	46.51436158407787	46.49943691232287	45.9949350585331	46.47961902567332	46.8755372197215	46.4452949744439
ANUGIA	dimethylethylamine	38.68364894	35.00497282917678	35.369998662515044	35.80300795226499	33.92744383275165	36.19475109160917	36.77005316689161	35.40707016805205	34.036783975209715	35.967485200710044	35.264384243348694	35.374595112252976
ANUGIA	isobutene	30.61245984	29.04635411637487	26.90859787348153	27.2167553756115	28.728052504196697	28.195755987335346	27.8310527532471	27.90809653112452	29.38716865537437	27.72326535169196	27.149344825943412	28.00944439743813
ANUGIA	methyldiethylamine	45.27824034	38.533661104535085	37.48784126605876	38.69039795030147	36.18585926654001	37.532081501097885	36.69194348982704	38.99255461144341	38.52370276376322	38.01687679304465	35.48945423749268	37.61443729841042
ANUGIA	propionaldehyde	29.93211683	31.087301716877125	31.665985868515055	29.607500614657532	32.068560115858375	31.31266101573476	29.644117418677062	31.358147798123838	29.43412906599057	31.96266656540549	30.021037396139445	30.816210757597922
ANUGIA	3-methyl-1-butanol	44.220980600000004	39.96306589251629	42.60082535747282	37.69122502356285	39.63704859760835	39.76370554520982	39.970414727362225	38.859081761414494	42.56466752964337	39.76064725877431	37.47381386249399	39.82844955560586
ANUGIA	1,5-hexadiene	39.72819727	38.92674300806341	37.70617462643677	37.70326203280102	38.04443078467284	38.38203366005222	39.07351818091291	38.03062708942106	39.63557067817927	39.813004015431396	38.58558231609655	38.59009463920675
ANUGIA	propylamine	33.41957922	32.68954331823215	31.245890075278034	31.369420305740032	32.04424659045314	32.68217094172806	35.78678388908583	33.23602513308115	33.17808407125564	32.35300342166413	32.02254896803176	32.66077167145499
APEBED	1-butene	59.69366786	52.2052835792038	51.18162923068295	52.614905830677934	54.10848157934251	50.11258321210326	48.22968636345321	51.32108354013164	53.27421671622971	52.824803077108605	52.13299795443006	51.800567108336374
APEBED	1-methyl-3-buten-1-ol	77.35339006	73.4441532008026	71.52024506015805	74.53855940600197	70.47604240340954	70.23562919524998	73.82768360531271	71.66818475328905	73.09379179392906	72.66805163466816	70.16123762423362	72.16335786770547
APEBED	1,3,5-heptatriene	90.43981209	88.80700300750945	82.49112612227887	84.92726460298275	86.05948447250691	85.13848650283	85.89911328299976	83.98367257027279	82.75544875045625	84.81902910656594	85.67121925276379	85.05518476711666
APEBED	2-hexene	81.89209635	73.57436519927674	70.27519433014652	70.45487183364608	72.83171700168052	72.75450774521285	67.42033532658527	70.68897868315513	71.23257800823029	69.61191307998708	70.45224946492007	70.92967106728405
