MOF	molecule	H	H_predict
AGARUW	acetonitrile	42.31099353	43.06907204889149
AGARUW	acetaldehyde	41.3582646	42.366429577079785
AGARUW	dimethyl ether	41.65717524	42.70119579710367
AGARUW	dimethylamine	47.40998559	45.44013377768793
AGARUW	isobutane	48.3039265	48.0480744800722
AGARUW	propionitrile	48.44969182	49.06879539595548
AGARUW	ethylamine	52.60375935	52.55613547016804
AGARUW	acetone	53.22805185	55.45479987496926
AGARUW	methyl propyl ether	53.61224528	55.57999887736656
AGARUW	2-pentene	56.16114386	55.63532663307418
AGARUW	methyl isopropyl ether	62.68186905	60.86805223793527
AGARUW	2,3-dimethylbutane	68.35524274	67.27659428564567
AGARUW	propyl alcohol	69.54283782	67.16954607209702
AGARUW	methyl tert-butyl ether	69.73472693	69.30716429137692
AGARUW	isopropyl alcohol	70.04600131	69.22813466862249
AGARUW	4,4-dimethyl-1-pentene	72.28939609999999	71.48671151017065
AGARUW	methyl propyl ketone	73.64098694	74.96318223101763
AGARUW	1,5-heptadiene	73.75040417	73.81290660541981
AGARUW	4-methyl-1-hexene	76.01961438	76.71072884281617
AGARUW	4-hexen-2-one	79.50424807	80.98310433661885
AGARUW	4-methyl-4-penten-2-one	79.68664312	78.10962142912453
AHOKIR01	isopentane	-26.6330702	-23.608257533905718
AHOKIR01	methyl isopropyl ether	3.105663947	6.029898366282367
AHOKIR01	methane	13.99415923	15.801534191514493
AHOKIR01	methyl propyl ketone	18.89440326	18.617685436259556
AHOKIR01	ethane	19.00359721	18.698371310051588
AHOKIR01	propane	19.29656985	20.52645139390535
AHOKIR01	ethene	19.76926852	19.601003356324135
AHOKIR01	propene	23.8477587	22.389265619537657
AHOKIR01	acetone	24.01232618	28.88356361247767
AHOKIR01	methyl propyl ether	30.12810578	28.245331982431864
AHOKIR01	dimethylamine	32.12236362	35.29889437427715
AHOKIR01	4-methyl-4-penten-2-one	33.17167858	32.0309122855443
AHOKIR01	1,5-heptadiene	36.20107568	34.56023027383949
AHOKIR01	acetonitrile	37.64908512	41.01111753615495
AHOKIR01	dimethyl ether	38.19253332	36.08049732846603
AHOKIR01	hydrogen cyanide	44.45119982	39.07138519828115
AHOKIR01	propyl alcohol	47.08572603	45.461737273798406
AHOKIR01	ethylamine	62.71240029	59.08196194130511
AMIKOX	ethane	-0.627464416	-0.3845007487480364
AMIKOX	acetaldehyde	8.198365604	9.567500836619184
AMIKOX	ethene	8.388264687000001	8.590200013569204
AMIKOX	acetonitrile	16.52374554	16.26754176474156
AMIKOX	hydrogen cyanide	26.32511068	25.118015512699827
AMILUE	methane	21.56205353	20.415441010806163
AMILUE	hydrogen cyanide	31.8372166	31.903454730935955
AMILUE	ethane	36.80227623	35.7117818963519
AMILUE	neopentane	39.61976434	47.6478216025259
AMILUE	dimethyl ether	44.21507507	46.653747351124736
AMILUE	acetonitrile	47.03705604	46.84103674808692
AMILUE	acetaldehyde	45.84752864	47.589970708358045
AMILUE	propane	49.09440273	47.30742184697582
AMILUE	3-methylpentane	50.88594997	54.61484384527601
AMILUE	dimethylamine	51.70227235	51.1763121978342
AMILUE	methyl tert-butyl ether	52.22886566	53.04441289649686
AMILUE	ethylamine	52.58568687	52.47204077173076
AMILUE	propionitrile	53.28700247	56.417584276275925
AMILUE	4-methyl-1-hexene	53.90785306	57.34870039090281
AMILUE	isopentane	57.379650500000004	53.11367406946502
AMILUE	propyl alcohol	60.53716556	63.8935129761612
AMILUE	isopropyl alcohol	61.77822393	62.22447055645637
AMILUE	acetone	63.65702072	61.00372645513123
AMILUE	methyl propyl ether	64.19652986	58.030437320481575
AMILUE	methyl propyl ketone	79.72083615	78.25853525497963
AMILUE	4-methyl-4-penten-2-one	82.35263453	81.67362527437541
AMILUE	1,5-heptadiene	85.63304434	78.36603247824576
AMIMEP	methane	22.07639629	22.975297658802877
AMIMEP	ethene	33.65446887	34.666510579929344
AMIMEP	hydrogen cyanide	37.63034263	38.691655296089216
AMIMEP	ethane	37.632892	38.86310881638044
AMIMEP	propene	47.12852702	47.707553892137824
AMIMEP	2,3-dimethylbutane	48.50294764	56.97753382555562
AMIMEP	neopentane	49.81335346	52.118527049829964
AMIMEP	propane	50.0623262	51.76833420385538
AMIMEP	dimethyl ether	51.74854354	51.299070999699275
AMIMEP	acetonitrile	56.87243994	56.63270229795451
AMIMEP	acetaldehyde	55.89955632	54.98198674736467
AMIMEP	isobutane	57.7794549	56.87566742779227
AMIMEP	methyl tert-butyl ether	58.30499452	61.28493356663553
AMIMEP	4,4-dimethyl-1-pentene	59.68947723	61.480680289098565
AMIMEP	ethylamine	62.96992143	60.931364788350606
AMIMEP	propionitrile	66.66540677	65.69399200690147
AMIMEP	methyl propyl ether	68.32105991	67.12955207316203
AMIMEP	2-pentene	68.37940263	66.78650684854586
AMIMEP	isopropyl alcohol	70.09876364	72.11528757019336
AMIMEP	propyl alcohol	70.34288407	74.35449766903496
AMIMEP	3-methylpentane	72.16466539	65.88326931251042
AMIMEP	4-methyl-1-hexene	73.2268894	71.1233538311581
AMIMEP	methyl isopropyl ether	75.67153339	71.08581826915803
AMIMEP	1,5-heptadiene	89.89074548	90.0551422936452
AMIMEP	methyl propyl ketone	92.49872619	91.61619925754442
AMIMEP	4-methyl-4-penten-2-one	97.73459095	96.3155823899113
AMIMEP	4-hexen-2-one	101.27203540000001	97.74535538137619
AMUCOB	acetone	-2.596762091	-0.7119918700624174
AMUCOB	4-hexen-2-one	14.42519329	14.919385431267592
AMUCOB	methane	21.18222934	21.290223046205977
AMUCOB	ethylamine	23.54166073	26.543640876887103
AMUCOB	propane	26.26057573	25.360696398311607
AMUCOB	hydrogen cyanide	28.69826212	28.564050734870673
AMUCOB	ethene	28.75666292	27.511945063663717
AMUCOB	dimethylamine	31.11367496	30.88473708193995
AMUCOB	ethane	31.17703409	30.58570123839977
AMUCOB	propyl alcohol	31.83941866	32.682749725271
AMUCOB	1,5-heptadiene	32.03683482	32.37969528123427
AMUCOB	propene	33.97156375	34.145929893260224
AMUCOB	2-pentene	35.85719705	34.58804911375009
AMUCOB	acetaldehyde	37.09040172	37.08825888930809
AMUCOB	propionitrile	40.31963123	37.87579715486409
ANUGIA	methane	11.91705673	10.767012272750907
ANUGIA	ethene	16.98122829	16.232202347549034
ANUGIA	hydrogen cyanide	17.30368238	15.47758305282252
ANUGIA	ethane	18.80652765	18.709688092946298
ANUGIA	acetonitrile	24.17483257	26.277657895737818
ANUGIA	propene	23.77868742	22.990444434310753
ANUGIA	acetaldehyde	23.983064399999996	25.680331587857037
ANUGIA	propane	25.13116509	23.800209237543854
ANUGIA	dimethylamine	27.20519309	27.20225178146638
ANUGIA	ethylamine	27.510168699999998	28.399854171335804
ANUGIA	propionitrile	27.91989188	29.756291975624915
ANUGIA	propyl alcohol	31.49689824	32.03780397951469
ANUGIA	isopropyl alcohol	32.09876951	32.022215549479
ANUGIA	acetone	33.28493534	34.0222272200116
ANUGIA	methyl propyl ether	34.64762105	35.76575044782058
ANUGIA	neopentane	34.93628211	34.672987706500095
ANUGIA	2-pentene	35.84278999	35.60152721363576
ANUGIA	isopentane	36.78551804	37.41071989995705
ANUGIA	methyl tert-butyl ether	38.91024541	39.65233796426975
ANUGIA	2,3-dimethylbutane	42.17735334	41.24809764927527
ANUGIA	3-methylpentane	42.33438548	42.189731805808414
ANUGIA	methyl propyl ketone	44.21095325	44.439706445425756
ANUGIA	4,4-dimethyl-1-pentene	45.01838267	44.15027029016719
ANUGIA	1,5-heptadiene	45.2618684	44.16008017967088
ANUGIA	4-hexen-2-one	45.94886251	45.733598439769324
ANUGIA	4-methyl-4-penten-2-one	46.29479967	46.21167549549832
ANUGIA	4-methyl-1-hexene	46.7421729	46.727739962295495
APEBED	methane	24.5483427	24.171495248000124
APEBED	hydrogen cyanide	33.42281093	33.913969698116425
APEBED	neopentane	35.53747567	41.608193683666094
APEBED	ethane	38.09080068	36.488682013180615
APEBED	acetonitrile	45.31265459	45.831488590242856
APEBED	propene	47.92418129	47.67793233327795
APEBED	dimethyl ether	48.85558631	51.092328652962486
APEBED	propane	50.59142261	50.90998786870444
APEBED	ethylamine	53.00324309	54.33330536800922
APEBED	propionitrile	53.8309057	54.19379461827071
APEBED	4,4-dimethyl-1-pentene	54.76061332	53.65058089289981
APEBED	dimethylamine	56.18224420000001	54.98735480851975
APEBED	methyl tert-butyl ether	57.93986186	57.808464621010316
APEBED	isobutane	61.56414527	58.045267157611384
APEBED	propyl alcohol	61.65162634	64.16183793954296
APEBED	isopropyl alcohol	62.967084	61.56066847693092
APEBED	acetone	64.37751199	64.16154915982432
APEBED	isopentane	69.91594172	66.17074783291494
APEBED	methyl propyl ether	70.46846832	68.63128445070856
APEBED	2-pentene	71.22477177	69.87332213949482
APEBED	methyl isopropyl ether	72.26296795	69.51284647706888
APEBED	3-methylpentane	79.0293979	78.21466882925611
APEBED	4-methyl-4-penten-2-one	80.45723517	84.69486791733836
APEBED	methyl propyl ketone	81.53646782	84.14462601926128
APEBED	4-methyl-1-hexene	84.36943301	86.24297409391545
APEBED	4-hexen-2-one	91.7759667	89.55917553537948
AROFET	methane	18.03153361	20.138680421993087
AROFET	ethene	24.75385805	25.995979025679272
AROFET	ethane	27.12687419	29.098062271438863
AROFET	propene	33.73418022	35.725762235633326
AROFET	propane	35.80624294	38.860276225309875
AROFET	dimethyl ether	45.59857857	46.33158142503977
AROFET	neopentane	48.70487037	48.621081227062156
AROFET	2-pentene	51.37482711	53.12902676197717
AROFET	hydrogen cyanide	51.72925043	47.99359181700105
AROFET	isopentane	52.76434461	53.22173330250442
AROFET	ethylamine	54.81595809	53.89865174100891
AROFET	acetaldehyde	55.05294519	51.909822711677485
AROFET	acetone	57.51591109	57.95231251920688
AROFET	2,3-dimethylbutane	60.35570841	57.97765434555269
AROFET	3-methylpentane	61.22526026	61.1355364494682
AROFET	methyl isopropyl ether	61.54978396	61.298530577139736
AROFET	isopropyl alcohol	64.81443425	65.29702724934664
AROFET	4,4-dimethyl-1-pentene	64.92007696	63.12125152035855
AROFET	propionitrile	66.48429278	62.64213006142982
AROFET	1,5-heptadiene	67.09022048	68.6351740037543
AROFET	4-methyl-1-hexene	67.16417603	66.21283421776641
AROFET	4-methyl-4-penten-2-one	78.52449274	78.89611220271013
ATOXEN	neopentane	24.58592712	1.8881073664997856
ATOXEN	2,3-dimethylbutane	25.78599159	36.28261451928274
ATOXEN	4,4-dimethyl-1-pentene	26.05614008	21.176624825524232
ATOXEN	hydrogen cyanide	31.24801679	32.525522080579535
ATOXEN	methyl tert-butyl ether	32.72371945	26.99633923518979
ATOXEN	ethane	36.69674277	38.487613955898645
ATOXEN	acetonitrile	41.21369995	43.019030751120624
ATOXEN	4-methyl-1-hexene	41.44858451	46.47124202688009
ATOXEN	3-methylpentane	42.47538378	42.94170834601879
ATOXEN	propene	46.22886874	46.56324694672594
ATOXEN	dimethyl ether	46.35630802	48.91803311256706
ATOXEN	isopentane	46.43875941	50.45386641698527
ATOXEN	propane	48.50881605	47.188573157653934
ATOXEN	propionitrile	49.82895372	51.18190137355902
ATOXEN	isopropyl alcohol	51.64935953	53.118810743712025
ATOXEN	ethylamine	51.78556431	53.77978679670015
ATOXEN	methyl propyl ketone	53.17280869	59.46323888228365
ATOXEN	methyl isopropyl ether	53.82140229	58.58716088318097
ATOXEN	dimethylamine	54.32919042	51.34010922896913
ATOXEN	acetone	56.71705274	55.66705011357882
ATOXEN	propyl alcohol	58.10058514	58.62520735956534
ATOXEN	2-pentene	59.84192696	58.972521797726394
ATOXEN	4-methyl-4-penten-2-one	60.66345091	61.758226825539424
ATOXEN	1,5-heptadiene	69.76747778	66.0953340021052
ATOXEN	4-hexen-2-one	71.41167336	69.24322563676331
AVAQIX	methane	23.42456244	22.87950322444409
AVAQIX	ethene	32.81372306	32.7479088154648
AVAQIX	hydrogen cyanide	33.93917624	33.52909393725565
AVAQIX	ethane	36.40229239	35.71409145544394
AVAQIX	acetonitrile	45.53938011	46.61627300139026
AVAQIX	propene	45.94596558	45.80763027400839
AVAQIX	acetaldehyde	47.31469949	48.94994132115269
AVAQIX	propane	48.56960073	49.09626704915336
AVAQIX	dimethylamine	53.9004122	54.11242206755257
AVAQIX	propionitrile	54.04530372	56.14999426234245
AVAQIX	isopropyl alcohol	56.12193638	59.73859394132838
AVAQIX	ethylamine	56.72976341	55.74219457467735
AVAQIX	isobutane	59.031477	59.33526619346936
AVAQIX	acetone	59.21441663	62.179231293133626
AVAQIX	methyl tert-butyl ether	63.95824621	65.37902862502153
AVAQIX	methyl isopropyl ether	67.26918907	68.10919005280134
AVAQIX	methyl propyl ether	67.47982169	66.07946388311059
AVAQIX	propyl alcohol	71.3917454	66.39418860329596
AVAQIX	4-methyl-1-hexene	89.64452038	87.36644906200942
AVAQIX	4-methyl-4-penten-2-one	92.85586161	91.09527036867436
AVAQIX	4-hexen-2-one	94.64809087	93.76399379955298
AVEMOE	ethane	-11.42325275	-12.319619570100429
AVEMOE	acetaldehyde	-1.913606458	-1.3377290467069982
AVEMOE	methane	0.62023393	0.3783893733982657
AVEMOE	hydrogen cyanide	17.80148054	18.866645229644835
AVIMOI	ethene	29.64684319	31.985424216806475
AVIMOI	ethane	32.74267021	35.9686255887017
AVIMOI	propene	40.87435886	44.12693842594002
AVIMOI	propane	43.14922554	46.947505217747185
AVIMOI	hydrogen cyanide	45.21798322	43.564203903268925
AVIMOI	isobutane	52.10855848	54.295028789503604
AVIMOI	dimethylamine	58.08796129	59.27946825719895
AVIMOI	neopentane	59.73109365	56.987257961065104
AVIMOI	acetaldehyde	61.18944118	56.630012279784275
AVIMOI	methyl propyl ether	61.47560286	62.26981725770708
AVIMOI	acetonitrile	64.26964369	60.457590043599744
AVIMOI	2-pentene	63.26675467	66.42632904984995
AVIMOI	isopentane	63.42368267	65.63498726926112
AVIMOI	ethylamine	65.02001206	62.754386798022196
AVIMOI	acetone	68.13749272	68.63895418455647
AVIMOI	2,3-dimethylbutane	72.46330863	72.3510063788249
AVIMOI	propionitrile	72.81970972	68.31106806121096
AVIMOI	methyl isopropyl ether	73.87242609	71.201398789669
AVIMOI	isopropyl alcohol	73.93136133	73.96095402145154
AVIMOI	3-methylpentane	74.2083942	76.56844855654558
AVIMOI	4,4-dimethyl-1-pentene	81.69377639	76.32924718419649
AVIMOI	1,5-heptadiene	82.85406689	84.537289199754
AVIMOI	4-methyl-1-hexene	83.26033635	85.14844461911375
AVIMOI	methyl propyl ketone	86.92518498	87.2725496114601
AVIMOI	4-methyl-4-penten-2-one	97.10159511	97.0663002881735
AVIMOI	4-hexen-2-one	97.2039699	96.3537765798049
AZIXUD	hydrogen cyanide	31.65686958	35.962416886382165
AZIXUD	propene	34.86347325	35.9550130219939
AZIXUD	isobutane	45.74823199	46.441854778599065
AZIXUD	dimethylamine	45.8415774	46.35234606739358
AZIXUD	ethylamine	48.08381476	49.06133775746644
AZIXUD	acetonitrile	51.52377497	51.32886073903956
AZIXUD	methyl propyl ether	50.92716514	53.56478550281456
AZIXUD	dimethyl ether	51.16984951	48.593315817935164
AZIXUD	neopentane	51.96957129	51.709311242729875
AZIXUD	2-pentene	53.43936446	54.53084037833287
AZIXUD	isopentane	54.96887614	55.24305350616333
AZIXUD	acetone	57.01573212	58.14996618605805
AZIXUD	propionitrile	60.73457124	57.31206427675161
AZIXUD	isopropyl alcohol	62.620689	63.78024774280498
AZIXUD	2,3-dimethylbutane	63.39135716	62.4032075182094
AZIXUD	3-methylpentane	64.03356819	64.05828700654403
AZIXUD	propyl alcohol	64.4996195	64.52518621567361
AZIXUD	methyl isopropyl ether	67.66466565	62.331108843813354
AZIXUD	1,5-heptadiene	68.37763182	70.41108204664306
AZIXUD	4,4-dimethyl-1-pentene	68.72615588	66.24137613235229
AZIXUD	methyl tert-butyl ether	68.95409775	66.78165085955398
AZIXUD	4-methyl-4-penten-2-one	83.8601247	82.59704950318452
AZIXUD	4-hexen-2-one	83.96357387	84.52138378499296
BAEDTA01	ethene	34.418698299999996	35.231077201775406
BAEDTA01	ethane	37.73325647	37.36906195096568
BAEDTA01	hydrogen cyanide	38.71963801	38.70157600456399
BAEDTA01	neopentane	39.28168721	38.47598449558095
BAEDTA01	2,3-dimethylbutane	45.87536574	47.29831401594558
BAEDTA01	propane	49.78818849	49.11377520177436
BAEDTA01	dimethyl ether	52.96475267	53.448702270872474
BAEDTA01	acetonitrile	54.60080828	56.06008447766102
BAEDTA01	isobutane	54.82819566	55.65492134417269
BAEDTA01	acetaldehyde	55.15409842	55.72050484648527
BAEDTA01	methyl tert-butyl ether	58.67083711	59.37931231648873
BAEDTA01	4,4-dimethyl-1-pentene	60.52539539	59.99453351135485
BAEDTA01	methyl isopropyl ether	68.2837452	68.48214733958115
BAEDTA01	methyl propyl ether	71.94444822	71.08469239285441
BAEDTA01	2-pentene	73.26028516	72.67962192295109
BAEDTA01	3-methylpentane	77.25000827	75.5949352351276
BAEDTA01	4-methyl-1-hexene	87.01825613	87.28090526553358
BAEDTA01	propyl alcohol	88.74568254	89.14992077136121
BAEDTA01	4-methyl-4-penten-2-one	91.4244587	91.12340160180366
BAEDTA01	isopropyl alcohol	96.17993919999999	94.7282580079896
BAEDTA01	1,5-heptadiene	96.20477821	95.91462259956072
BAEDTA01	methyl propyl ketone	96.81759484	96.71752689842889
BAEDTA01	4-hexen-2-one	106.4942121	107.12912434221967
BALMUW	propane	-3.010165015	-3.24262302712585
BALMUW	propene	16.33767893	16.237154101546224
BALMUW	methane	16.61907634	17.518813109628834
BALMUW	ethene	20.3397635	21.100179270231564
BALMUW	ethylamine	29.22129334	28.11079888370395
BALMUW	dimethylamine	30.97652385	30.9987780662296
BALMUW	propionitrile	38.99210307	39.30049285832583
BALMUW	dimethyl ether	39.76255055	40.27566838792006
BALMUW	acetonitrile	43.4268576	43.13427140155947
BALMUW	hydrogen cyanide	47.07578859	46.659937276209455
BALMUW	acetaldehyde	52.13673818	51.44336010855344
BALMUW01	propane	11.14121384	13.07130689956899
BALMUW01	methane	20.22970445	21.122714685504437
BALMUW01	propene	25.54993788	25.238014261939554
BALMUW01	ethene	26.48205176	26.40336255456764
BALMUW01	propyl alcohol	26.60979951	26.363707756312444
BALMUW01	ethane	28.21132012	26.68063326907131
BALMUW01	ethylamine	41.25153296	41.82588948282405
BALMUW01	propionitrile	45.45839134	46.10520149408024
BALMUW01	dimethylamine	47.09958554	46.718288064825806
BALMUW01	acetonitrile	48.91788923	48.308140359272265
BALMUW01	dimethyl ether	48.07336529	47.865848002676074
BALMUW01	hydrogen cyanide	48.87988689	49.5728407814359
BALMUW01	acetaldehyde	59.10396416	58.084047438233796
BARZAW	hydrogen cyanide	25.82431041	26.278657777004245
BARZAW	ethane	28.47343829	26.996969241380853
BARZAW	propene	35.59265369	33.800437779754716
BARZAW	dimethyl ether	35.91424298	36.22488014795854
BARZAW	acetaldehyde	36.31081568	39.36823569528423
BARZAW	dimethylamine	39.91905824	41.8033965759857
BARZAW	propionitrile	41.92458529	44.275689416977976
BARZAW	isopropyl alcohol	44.73466772	47.90992250991402
BARZAW	propyl alcohol	46.09815944	48.66955122827655
BARZAW	acetone	47.65444764	45.65215192453913
BARZAW	methyl propyl ether	51.54652298	48.32492496821624
BARZAW	neopentane	54.028659	47.05951662790287
BARZAW	methyl isopropyl ether	54.39198474	55.75644824998778
BARZAW	2-pentene	55.21172353	55.21479314196534
BARZAW	isopentane	56.866085	62.16547117537903
BARZAW	methyl tert-butyl ether	61.43543188	59.80977689204798
BARZAW	methyl propyl ketone	65.68743531	63.42672509699835
BARZAW	2,3-dimethylbutane	66.90252163	67.04009876295622
BARZAW	3-methylpentane	66.91378347	68.09342606135255
BARZAW	4-methyl-4-penten-2-one	71.47977723	72.27913580462139
BARZAW	4,4-dimethyl-1-pentene	72.25040093	71.33491883775552
BARZAW	1,5-heptadiene	72.56766666	71.02566406980095
BARZAW	4-methyl-1-hexene	74.15683728	75.42664537677597
BARZAW	4-hexen-2-one	74.47558407	71.27301778921507
BENXUP	methyl propyl ketone	3.96686565	8.700992954751085
BENXUP	isopentane	4.9967541639999995	6.548934701434806
BENXUP	4-methyl-4-penten-2-one	17.51378649	18.222254996765454
BENXUP	isobutane	20.72143251	17.68970541112127
BENXUP	methane	23.22983502	23.200700821974895
BENXUP	1,5-heptadiene	29.02817869	26.659382529694142
BENXUP	ethene	29.57784863	29.697487164429944
BENXUP	2-pentene	30.13771918	28.64349038118986
BENXUP	methyl propyl ether	30.20456002	32.57408296439961
BENXUP	ethane	30.38041058	30.97945336896385
BENXUP	propane	31.27828447	33.25579700943931
BENXUP	4-hexen-2-one	33.62327742	31.790458709776665
BENXUP	propene	34.24084012	35.24473509506634
BENXUP	methyl isopropyl ether	35.04774554	31.011539467546214
BENXUP	dimethyl ether	41.28561599	41.46392302823475
BENXUP	acetone	41.90143982	45.94312563799983
BENXUP	ethylamine	43.71149282	48.984719106920856
BENXUP	isopropyl alcohol	46.19712926	45.86093297221356
BENXUP	dimethylamine	46.72581071	47.62741935220756
BENXUP	acetonitrile	53.11126858	50.17657245396985
BENXUP	acetaldehyde	53.05090364	49.99207875081155
BENXUP	propionitrile	56.927369999999996	52.976800140172756
BEPMIU	methane	12.45228984	12.95856024915161
BEPMIU	ethane	18.33204603	19.982685210127034
BEPMIU	propene	22.51032231	23.222708796565826
BEPMIU	propane	23.67653586	23.465396151696275
BEPMIU	hydrogen cyanide	25.365402600000003	24.60487509830511
BEPMIU	isobutane	28.27364691	29.59193856367767
BEPMIU	dimethyl ether	30.775499199999995	28.898028294518138
BEPMIU	methyl propyl ether	32.92066626	34.20472008075332
BEPMIU	acetonitrile	34.34743817	33.613010838116026
BEPMIU	2-pentene	33.95581981	34.82705466635987
BEPMIU	acetaldehyde	34.02178431	32.293754552211325
BEPMIU	isopentane	34.08429596	35.12576008240355
BEPMIU	dimethylamine	35.25547299	34.264799715411826
BEPMIU	acetone	37.19182605	38.23116228369001
BEPMIU	propionitrile	37.25664274	37.14063376578534
BEPMIU	2,3-dimethylbutane	38.80706314	38.6370548576964
BEPMIU	3-methylpentane	39.99232947	38.74483087246148
BEPMIU	methyl isopropyl ether	40.74600945	39.88213830971861
BEPMIU	methyl tert-butyl ether	40.75191074	42.43035519747347
BEPMIU	1,5-heptadiene	44.08287713	44.53575580741779
BEPMIU	4-methyl-4-penten-2-one	50.14153295	50.55563049914265
BEPMIU	isopropyl alcohol	51.12418513	52.03957983208942
BEPMIU	4-hexen-2-one	52.11839642	50.83503846286789
BEPMIU	propyl alcohol	52.17049269	50.490681728682624
BEPPAP	methane	12.45190837	12.738591544860817
BEPPAP	ethene	16.75516519	17.261475637865264
BEPPAP	ethane	18.32888518	19.74233310997568
BEPPAP	propene	22.49937909	22.916345936880308
BEPPAP	propane	23.67572939	23.598144325473463
BEPPAP	isobutane	28.26932126	29.592121043705156
BEPPAP	dimethyl ether	30.74079451	28.93551161496872
BEPPAP	neopentane	30.91625736	33.04753037400907
BEPPAP	methyl propyl ether	32.92034283	34.32572517786556
BEPPAP	2-pentene	33.96362235	34.43988811213713
BEPPAP	acetaldehyde	34.34060593	32.57867285824478
