MOF	molecule	K	K_predict
AFITIT	isobutane	0.033014999999999996	0.027298505532024592
AFITIT	propionitrile	0.0901124	0.13737033649037916
AFITIT	neopentane	0.0727847	0.031728334035077584
AFITIT	methyl propyl ether	0.165117	0.13797903378669363
AFITIT	acetone	0.290195	0.3173886243498403
AFITIT	2-pentene	0.362958	0.2935191749586662
AFITIT	isopentane	0.254601	0.23997481878464866
AFITIT	isopropyl alcohol	0.0765591	0.07331059714980641
AFITIT	methyl isopropyl ether	0.49156400000000006	0.6652037729025758
AFITIT	propyl alcohol	0.026398599999999998	0.036139553378806526
AFITIT	2,3-dimethylbutane	0.6908770000000001	1.0521913580180093
AFITIT	methyl tert-butyl ether	0.801825	1.8958676366126561
AFITIT	4,4-dimethyl-1-pentene	2.97827	3.306012717185191
AFITIT	4-methyl-1-hexene	9.13912	6.362194506035084
AFITIT	methyl propyl ketone	0.8723989999999999	0.35359307457399813
AFITIT	4-hexen-2-one	134.99	28.99337977017748
AGARUW	ethane	0.000261021	0.0002324020097774738
AGARUW	hydrogen cyanide	0.000147108	0.0002976824444284107
AGARUW	propene	0.00251997	0.0014994529871345385
AGARUW	acetonitrile	0.00657372	0.011228412182175752
AGARUW	acetaldehyde	0.00708678	0.010722243627287222
AGARUW	dimethyl ether	0.00570945	0.006428975343660496
AGARUW	dimethylamine	0.0239226	0.013475694890484924
AGARUW	isobutane	0.08808730000000001	0.07980329647954341
AGARUW	propionitrile	0.0659865	0.0719064665376643
AGARUW	ethylamine	0.0513767	0.038856818685221575
AGARUW	acetone	0.32810700000000004	0.3556733176999773
AGARUW	methyl propyl ether	0.407866	0.796116253368959
AGARUW	2-pentene	0.9814209999999999	0.7324014364407797
AGARUW	methyl isopropyl ether	1.7385	0.9685314768552299
AGARUW	2,3-dimethylbutane	11.152000000000001	9.679077536185662
AGARUW	propyl alcohol	1.6876799999999998	0.5972820372458312
AGARUW	methyl tert-butyl ether	7.97598	3.90449876698296
AGARUW	isopropyl alcohol	2.10495	2.2458631028213376
AGARUW	4,4-dimethyl-1-pentene	38.9436	70.89417454622068
AGARUW	methyl propyl ketone	2.0594	6.938696326911756
AGARUW	1,5-heptadiene	214.49099999999999	149.37861552077706
AGARUW	4-methyl-1-hexene	156.974	202.52417689994473
AGARUW	4-hexen-2-one	621.193	889.3067422325643
AGARUW	4-methyl-4-penten-2-one	407.72900000000004	261.8040103599539
AHOKIR01	isopentane	5.69e-19	2.3500855804155216e-18
AHOKIR01	methyl isopropyl ether	5.11e-14	9.549441524375185e-14
AHOKIR01	methane	1.24e-07	1.4082233478188575e-07
AHOKIR01	methyl propyl ketone	1.36e-13	1.3236649178961738e-13
AHOKIR01	ethane	4.1100000000000004e-08	1.0839774614066719e-07
AHOKIR01	propane	1.26e-09	1.5682146591497057e-09
AHOKIR01	ethene	1.2e-07	1.1374550933523856e-07
AHOKIR01	propene	1.97e-08	2.460202415512193e-08
AHOKIR01	acetone	3.45e-09	2.9109394648244664e-08
AHOKIR01	methyl propyl ether	7.22e-10	4.190286048571296e-10
AHOKIR01	dimethylamine	1.0099999999999999e-07	4.6290522767668446e-07
AHOKIR01	4-methyl-4-penten-2-one	1.97e-11	7.284037430548466e-12
AHOKIR01	1,5-heptadiene	2.7600000000000004e-11	2.404425713755309e-11
AHOKIR01	acetonitrile	1.55e-05	2.339889990264748e-05
AHOKIR01	dimethyl ether	1.34e-05	4.708141822909537e-06
AHOKIR01	hydrogen cyanide	0.00121309	0.00017209378896271792
AHOKIR01	propyl alcohol	2.12e-06	7.040831058904454e-07
AHOKIR01	ethylamine	0.000255007	4.8276050608874835e-05
AMIKOX	ethane	2.1899999999999998e-13	2.5254536640160463e-13
AMIKOX	acetaldehyde	2.3e-12	2.9915598109504247e-12
AMIKOX	ethene	2.75e-11	2.918403320529168e-11
AMIKOX	acetonitrile	2.8e-11	2.6627686414041334e-11
AMIKOX	hydrogen cyanide	2.59e-07	2.19887674160231e-07
AMILUE	methane	1.57e-05	2.336695385419774e-05
AMILUE	hydrogen cyanide	0.00029529599999999996	0.000297259950203482
AMILUE	ethane	0.000668176	0.00044064643432279403
AMILUE	neopentane	0.0053495	0.01184172427040148
AMILUE	dimethyl ether	0.00462728	0.00430053024242655
AMILUE	acetonitrile	0.010675299999999999	0.01024931012589764
AMILUE	acetaldehyde	0.00963885	0.010894232873228929
AMILUE	propane	0.00946997	0.005746766368644889
AMILUE	3-methylpentane	0.06169790000000001	0.0819780164590376
AMILUE	dimethylamine	0.020167700000000004	0.014183204766666471
AMILUE	methyl tert-butyl ether	0.0673247	0.06278965277827869
AMILUE	ethylamine	0.0289642	0.01715549586702673
AMILUE	propionitrile	0.08461489999999999	0.0918992034915316
AMILUE	4-methyl-1-hexene	0.20567800000000003	0.31294334511195393
AMILUE	isopentane	0.029838299999999998	0.04005765937671433
AMILUE	propyl alcohol	0.0200165	0.028816186993750333
AMILUE	isopropyl alcohol	0.0476595	0.04947615675406685
AMILUE	acetone	0.529163	0.27087822269027045
AMILUE	methyl propyl ether	0.16893	0.11831431028381008
AMILUE	methyl propyl ketone	0.179582	0.19342164367255948
AMILUE	4-methyl-4-penten-2-one	7.83995	14.124357804154839
AMILUE	1,5-heptadiene	28.1261	16.215485961638645
AMIMEP	methane	1.83e-05	3.175786719858738e-05
AMIMEP	ethene	0.000335112	0.0004581221259024911
AMIMEP	hydrogen cyanide	0.0006625839999999999	0.0018921767961791998
AMIMEP	ethane	0.0009397510000000001	0.0008928456844837716
AMIMEP	propene	0.00881078	0.007491845618610505
AMIMEP	2,3-dimethylbutane	0.0563899	0.24885211463436743
AMIMEP	neopentane	0.0113954	0.01949085293860826
AMIMEP	propane	0.0152486	0.017242362714448733
AMIMEP	dimethyl ether	0.0183537	0.013529388453265522
AMIMEP	acetonitrile	0.10513399999999999	0.07404291637243908
AMIMEP	acetaldehyde	0.06343700000000001	0.05827087674700571
AMIMEP	isobutane	0.0393006	0.08705410956400225
AMIMEP	methyl tert-butyl ether	0.1234	0.20448419054767825
AMIMEP	4,4-dimethyl-1-pentene	0.234727	0.45996310178112987
AMIMEP	ethylamine	0.165975	0.07376725971661802
AMIMEP	propionitrile	0.614789	0.7287176871775096
AMIMEP	methyl propyl ether	0.872445	0.626266879137223
AMIMEP	2-pentene	0.824017	0.8033521831988824
AMIMEP	isopropyl alcohol	0.354961	0.30136853186195406
AMIMEP	propyl alcohol	0.0787479	0.23955721365776403
AMIMEP	3-methylpentane	0.327599	0.2522155377243353
AMIMEP	4-methyl-1-hexene	0.7411369999999999	1.5809330772896686
AMIMEP	methyl isopropyl ether	1.4716	0.7362501689837933
AMIMEP	1,5-heptadiene	237.877	117.35751082499715
AMIMEP	methyl propyl ketone	11.9582	1.9559525089187015
AMIMEP	4-methyl-4-penten-2-one	372.94599999999997	269.4311535495649
AMIMEP	4-hexen-2-one	2300.08	312.03335851055436
AMUCOB	acetone	4.63e-14	1.8439234740946205e-13
AMUCOB	4-hexen-2-one	1.82e-15	2.7884123790738133e-15
AMUCOB	methane	1.06e-06	8.279421422455909e-07
AMUCOB	ethylamine	3e-09	1.285975678637617e-08
AMUCOB	propane	1.75e-08	1.9957942271178588e-08
AMUCOB	hydrogen cyanide	8.72e-06	4.4435773877678484e-06
AMUCOB	ethene	1.84e-06	2.518351820159308e-06
AMUCOB	dimethylamine	1.1699999999999999e-07	7.183341058695934e-08
AMUCOB	ethane	1.99e-06	1.7041130778393796e-06
AMUCOB	propyl alcohol	2.25e-09	2.340613007561712e-09
AMUCOB	1,5-heptadiene	7.32e-11	5.96919580734599e-11
AMUCOB	propene	7.84e-07	8.816941815287611e-07
AMUCOB	2-pentene	3.78e-09	1.7251436839124838e-09
AMUCOB	acetaldehyde	9.04e-06	4.695140901216811e-06
AMUCOB	propionitrile	4.71e-06	1.4621643379087017e-06
ANUGIA	methane	6.81e-06	4.214715136166458e-06
ANUGIA	ethene	2.6000000000000002e-05	2.2595951441858895e-05
ANUGIA	hydrogen cyanide	2.37e-05	1.8347290901308466e-05
ANUGIA	ethane	4.29e-05	3.9291064641467025e-05
ANUGIA	acetonitrile	0.000129278	0.00014812762159798718
ANUGIA	propene	0.00015822	0.00021398388294518303
ANUGIA	acetaldehyde	0.000143839	0.00018389997248247303
ANUGIA	propane	0.00023485799999999998	0.0002224092791734313
ANUGIA	dimethylamine	0.00031948	0.00036221790573867006
ANUGIA	ethylamine	0.00030680700000000003	0.00045313586416903675
ANUGIA	propionitrile	0.00046797699999999995	0.0005305169248523344
ANUGIA	propyl alcohol	8.159999999999999e-05	8.822938239445284e-05
ANUGIA	isopropyl alcohol	0.000226541	0.00022060293148959393
ANUGIA	acetone	0.00157934	0.002046854356930977
ANUGIA	methyl propyl ether	0.00293331	0.0028935061872235168
ANUGIA	neopentane	0.0042543	0.004246415890028451
ANUGIA	2-pentene	0.00467675	0.00583530784482184
ANUGIA	isopentane	0.00669752	0.006538451082207103
ANUGIA	methyl tert-butyl ether	0.0115376	0.01447592798336501
ANUGIA	2,3-dimethylbutane	0.0378223	0.030481406449936348
ANUGIA	3-methylpentane	0.03527380000000001	0.035120244217518866
ANUGIA	methyl propyl ketone	0.0004904019999999999	0.00040751912453601834
ANUGIA	4,4-dimethyl-1-pentene	0.0843431	0.06553772922283448
ANUGIA	1,5-heptadiene	0.0725522	0.06652016013522287
ANUGIA	4-hexen-2-one	0.068346	0.05104505267271958
ANUGIA	4-methyl-4-penten-2-one	0.068092	0.039720856446095916
ANUGIA	4-methyl-1-hexene	0.118299	0.12519255838118992
APEBED	methane	3.53e-05	4.4605461192289786e-05
APEBED	hydrogen cyanide	0.000566613	0.0003199321965382368
APEBED	neopentane	9.210000000000001e-08	3.8537836373000065e-06
APEBED	ethane	0.00129592	0.0013659861331984562
APEBED	acetonitrile	0.0116289	0.014032556873711353
APEBED	propene	0.0139666	0.021089049296822857
APEBED	dimethyl ether	0.020277200000000002	0.03476645577907033
APEBED	propane	0.0191313	0.019838881358645113
APEBED	ethylamine	0.0391979	0.0614980203997318
APEBED	propionitrile	0.11781400000000002	0.09505765434629584
APEBED	4,4-dimethyl-1-pentene	2.42e-05	1.2307846098569087e-05
APEBED	dimethylamine	0.0982422	0.05088811162016136
APEBED	methyl tert-butyl ether	5.13e-05	7.845926140385187e-05
APEBED	isobutane	0.0772349	0.016528312651743912
APEBED	propyl alcohol	0.0164815	0.03475055482117373
APEBED	isopropyl alcohol	0.036731599999999996	0.030579929257011387
APEBED	acetone	0.958559	0.5998598874357375
APEBED	isopentane	0.178852	0.0678133080406175
APEBED	methyl propyl ether	1.7611900000000003	0.5272093245313639
APEBED	2-pentene	1.54761	1.3983515921256569
APEBED	methyl isopropyl ether	1.08031	0.40673366305328557
APEBED	3-methylpentane	0.529067	0.47933887139618336
APEBED	4-methyl-4-penten-2-one	0.23996399999999998	0.8665771627644798
APEBED	methyl propyl ketone	0.12046300000000001	0.2981328334509865
APEBED	4-methyl-1-hexene	3.85848	3.0991422321941213
APEBED	4-hexen-2-one	68.2083	38.7733342346849
AROFET	methane	1.15e-05	2.4398185861796994e-05
AROFET	ethene	7.8e-05	0.00012146108515156113
AROFET	ethane	0.00015282	0.00032131572850688055
AROFET	propene	0.0008703319999999999	0.001362750198519705
AROFET	propane	0.00147096	0.002713184607730134
AROFET	dimethyl ether	0.013860399999999998	0.011310512531946745
AROFET	neopentane	0.0202922	0.04638006021434093
AROFET	2-pentene	0.08502480000000001	0.13562626534463457
AROFET	hydrogen cyanide	0.0144024	0.002478772988616384
AROFET	isopentane	0.0917893	0.08862723161749407
AROFET	ethylamine	0.0551265	0.06047935977051287
AROFET	acetaldehyde	0.17354	0.06479061301825967
AROFET	acetone	0.341389	0.552480948463216
AROFET	2,3-dimethylbutane	0.47950299999999996	0.3741508670180167
AROFET	3-methylpentane	0.770303	0.6590683840847598
AROFET	methyl isopropyl ether	0.804148	0.8150337894494425
AROFET	isopropyl alcohol	0.192589	0.16830379169735438
AROFET	4,4-dimethyl-1-pentene	0.938276	1.2860242674943596
AROFET	propionitrile	1.80528	0.3183679450868829
AROFET	1,5-heptadiene	4.6155800000000005	5.676193248832728
AROFET	4-methyl-1-hexene	3.76252	2.8408293060015466
AROFET	4-methyl-4-penten-2-one	50.0998	68.18653242390225
ATOXEN	neopentane	2.7799999999999997e-10	4.884758597735818e-12
ATOXEN	2,3-dimethylbutane	2.6100000000000003e-10	2.398225450972692e-09
ATOXEN	4,4-dimethyl-1-pentene	2.3199999999999997e-10	3.568786481464454e-12
ATOXEN	hydrogen cyanide	7.55e-05	0.00013439090577340774
ATOXEN	methyl tert-butyl ether	1.56e-09	2.2655641683644704e-10
ATOXEN	ethane	0.000136944	0.0001961219551372739
ATOXEN	acetonitrile	0.000595365	0.0008913106074555831
ATOXEN	4-methyl-1-hexene	1.45e-09	1.7739512100023714e-08
ATOXEN	3-methylpentane	1.47e-08	1.9435341128591203e-08
ATOXEN	propene	0.0007892169999999999	0.0003291315559554938
ATOXEN	dimethyl ether	0.0009609519999999999	0.002726022306631569
ATOXEN	isopentane	1.91e-06	5.996173446562871e-06
ATOXEN	propane	0.0008936969999999999	0.0004650577759812587
ATOXEN	propionitrile	0.00313198	0.00535096508927957
ATOXEN	isopropyl alcohol	0.000218861	0.00021360103440169672
ATOXEN	ethylamine	0.00306286	0.0035778892286337303
ATOXEN	methyl propyl ketone	1.37e-06	3.844354339564827e-06
ATOXEN	methyl isopropyl ether	2.2800000000000002e-05	9.558817118485925e-05
ATOXEN	dimethylamine	0.0050551	0.002368640905722438
ATOXEN	acetone	0.00644553	0.007102911581047064
ATOXEN	propyl alcohol	0.000458289	0.00034208381349269543
ATOXEN	2-pentene	0.000252405	0.0002799551274804023
ATOXEN	4-methyl-4-penten-2-one	1.3000000000000001e-05	1.9403286398461462e-05
ATOXEN	1,5-heptadiene	3.3100000000000005e-05	6.34180529889374e-05
ATOXEN	4-hexen-2-one	0.00016772599999999999	8.315117978775138e-05
AVAQIX	methane	4.6299999999999994e-05	4.439503929999118e-05
AVAQIX	ethene	0.000774968	0.0006001955281740548
AVAQIX	hydrogen cyanide	0.000732134	0.00040268516323334157
AVAQIX	ethane	0.0020104	0.0017498023578034951
AVAQIX	acetonitrile	0.013355	0.011014958301595075
AVAQIX	propene	0.022050999999999998	0.02306925337489485
AVAQIX	acetaldehyde	0.0189176	0.0241574935418279
AVAQIX	propane	0.037211	0.053457315366319445
AVAQIX	dimethylamine	0.11408599999999999	0.11050495269267725
AVAQIX	propionitrile	0.16053900000000002	0.2344612722615664
AVAQIX	isopropyl alcohol	0.0442533	0.07128047404100757
AVAQIX	ethylamine	0.143727	0.1144137779248007
AVAQIX	isobutane	0.174715	0.3615542683405185
AVAQIX	acetone	0.7339680000000001	0.8401342301604522
AVAQIX	methyl tert-butyl ether	0.017901499999999997	0.0922918084155645
AVAQIX	methyl isopropyl ether	1.09076	0.754288151917005
AVAQIX	methyl propyl ether	2.5645599999999997	1.276057700867972
AVAQIX	propyl alcohol	0.216493	0.13415243780020453
AVAQIX	4-methyl-1-hexene	13.0281	10.744285995734938
AVAQIX	4-methyl-4-penten-2-one	103.411	62.10688957266309
AVAQIX	4-hexen-2-one	319.627	230.88654648316918
AVEMOE	ethane	1.1e-15	7.438959331412818e-16
AVEMOE	acetaldehyde	6.77e-14	7.859486194985309e-14
AVEMOE	methane	1.23e-11	1.039663748782915e-11
AVEMOE	hydrogen cyanide	1.4400000000000002e-09	1.9787682453685285e-09
AVIMOI	ethene	0.000278301	0.0004722730990000317
AVIMOI	ethane	0.000685353	0.0010127408275007125
AVIMOI	propene	0.00674193	0.01541408474803966
AVIMOI	propane	0.0121269	0.02320989319241497
AVIMOI	hydrogen cyanide	0.00659609	0.003536846873236076
AVIMOI	isobutane	0.11439400000000001	0.1840818771162122
AVIMOI	dimethylamine	0.173597	0.21463469177043115
AVIMOI	neopentane	0.456323	0.15761553708788853
AVIMOI	acetaldehyde	0.979274	0.2015650362604637
AVIMOI	methyl propyl ether	1.31417	2.5654217584741867
AVIMOI	acetonitrile	0.48233400000000004	0.4062316503996873
AVIMOI	2-pentene	2.38814	3.986943062462587
AVIMOI	isopentane	1.6757900000000001	2.398818445174973
AVIMOI	ethylamine	0.5663239999999999	0.283633301331651
AVIMOI	acetone	8.03759	11.923903050601716
AVIMOI	2,3-dimethylbutane	7.201389999999999	6.711157411279406
AVIMOI	propionitrile	30.059	5.2295747869864435
AVIMOI	methyl isopropyl ether	7.82413	7.525349034994753
AVIMOI	isopropyl alcohol	5.3961	3.3868501956230044
AVIMOI	3-methylpentane	19.9595	28.177898260314375
AVIMOI	4,4-dimethyl-1-pentene	75.9355	15.760470781804433
AVIMOI	1,5-heptadiene	355.031	788.749607827069
AVIMOI	4-methyl-1-hexene	165.84099999999998	424.9824627304788
AVIMOI	methyl propyl ketone	12.877	25.917960685224394
AVIMOI	4-methyl-4-penten-2-one	5653.3	5486.184595813223
AVIMOI	4-hexen-2-one	6265.06	8668.966059910883
AZIXUD	hydrogen cyanide	0.000387761	0.0006293216696346917
AZIXUD	propene	0.00278343	0.002606437421609617
AZIXUD	isobutane	0.057829700000000005	0.07008584190280177
AZIXUD	dimethylamine	0.0302026	0.02909201349750655
AZIXUD	ethylamine	0.037451099999999994	0.03981035593999086
AZIXUD	acetonitrile	0.0665695	0.09189178060870125
AZIXUD	methyl propyl ether	0.267769	0.36884070619500275
AZIXUD	dimethyl ether	0.03748630000000001	0.027856505836186485
AZIXUD	neopentane	0.199819	0.3268843269072186
AZIXUD	2-pentene	0.584899	0.5698664763643989
AZIXUD	isopentane	0.77074	0.5376834853025462
AZIXUD	acetone	0.608676	0.9968598533676198
AZIXUD	propionitrile	1.15096	0.6999185242287521
AZIXUD	isopropyl alcohol	1.81417	1.6617861085085095
AZIXUD	2,3-dimethylbutane	6.73912	8.270580447303308
AZIXUD	3-methylpentane	9.688310000000001	10.415431893740733
AZIXUD	propyl alcohol	3.0017099999999997	0.8358687250377336
AZIXUD	methyl isopropyl ether	8.17455	2.3359685018956187
AZIXUD	1,5-heptadiene	47.6522	93.24939793504144
AZIXUD	4,4-dimethyl-1-pentene	17.3291	17.386449044033576
AZIXUD	methyl tert-butyl ether	10.9753	8.614992078484235
AZIXUD	4-methyl-4-penten-2-one	746.69	799.4660011448407
AZIXUD	4-hexen-2-one	819.051	1261.2572237316388
BAEDTA01	ethene	0.000352484	0.00034483311821787647
BAEDTA01	ethane	0.000898708	0.00107890225106361
BAEDTA01	hydrogen cyanide	0.0006102999999999999	0.0005422774296660085
BAEDTA01	neopentane	3.35e-06	2.2342836961061206e-06
BAEDTA01	2,3-dimethylbutane	5.79e-07	6.670900375479847e-07
BAEDTA01	propane	0.0138649	0.014069361535882834
BAEDTA01	dimethyl ether	0.015604699999999999	0.015855030835913254
BAEDTA01	acetonitrile	0.0270806	0.0274159291352302
BAEDTA01	isobutane	0.00517989	0.005203774780209267
BAEDTA01	acetaldehyde	0.0666307	0.08775763586772521
BAEDTA01	methyl tert-butyl ether	0.00016963900000000002	0.00015996548064628723
BAEDTA01	4,4-dimethyl-1-pentene	0.000285206	0.0002519391896571951
BAEDTA01	methyl isopropyl ether	0.11640199999999999	0.13860361748071598
BAEDTA01	methyl propyl ether	6.28186	7.322719508257964
BAEDTA01	2-pentene	9.19859	13.057060270602708
BAEDTA01	3-methylpentane	0.176047	0.16872493073516626
BAEDTA01	4-methyl-1-hexene	2.30895	2.841469441433794
BAEDTA01	propyl alcohol	9.02023	7.8166677361619845
BAEDTA01	4-methyl-4-penten-2-one	31.2401	21.67952482397768
BAEDTA01	isopropyl alcohol	758.753	678.1628285836174
BAEDTA01	1,5-heptadiene	5736.07	5337.517103801314
BAEDTA01	methyl propyl ketone	158.743	117.26453618817645
BAEDTA01	4-hexen-2-one	62227.1	60159.40508638116
BALMUW	propane	3.41e-15	5.107626238039869e-15
BALMUW	propene	2.87e-11	1.6600372806477556e-11
BALMUW	methane	3.96e-08	4.625231822778711e-08
BALMUW	ethene	5.5000000000000004e-09	7.224863142579496e-09
BALMUW	ethylamine	2.07e-10	2.840661042120849e-10
BALMUW	dimethylamine	2.09e-09	1.7042554116397864e-09
BALMUW	propionitrile	1.96e-08	1.520250612027964e-08
BALMUW	dimethyl ether	5.25e-07	3.4163518166104534e-07
BALMUW	acetonitrile	2.55e-06	3.1520512987265696e-06
BALMUW	hydrogen cyanide	0.000308002	0.0003242452525971405
BALMUW	acetaldehyde	4.35e-05	4.2423896853786356e-05
BALMUW01	propane	4.11e-12	5.254447225840106e-12
BALMUW01	methane	2.45e-07	2.991726422981406e-07
BALMUW01	propene	2.6899999999999996e-09	2.8284188465557143e-09
BALMUW01	ethene	1.25e-07	1.3397825397377065e-07
BALMUW01	propyl alcohol	4.65e-10	4.726817745696975e-10
BALMUW01	ethane	6.92e-08	6.365471287635336e-08
BALMUW01	ethylamine	5.51e-08	5.9136496666372566e-08
BALMUW01	propionitrile	2.34e-06	1.785390824881352e-06
BALMUW01	dimethylamine	1.63e-06	1.2771973029554214e-06
BALMUW01	acetonitrile	4.2e-05	4.282378678315608e-05
BALMUW01	dimethyl ether	2.3199999999999998e-05	3.283877356266507e-05
BALMUW01	hydrogen cyanide	0.00102841	0.001226258259442705
BALMUW01	acetaldehyde	0.0016611	0.0009283502833516593
BARZAW	hydrogen cyanide	4.7600000000000005e-05	7.636936309218693e-05
BARZAW	ethane	0.000164219	9.318437731579427e-05
BARZAW	propene	0.00166434	0.0016117796679091783
BARZAW	dimethyl ether	0.00122987	0.0013180685985102261
BARZAW	acetaldehyde	0.00122202	0.0030824484513329634
BARZAW	dimethylamine	0.00497592	0.0036862232323289987
BARZAW	propionitrile	0.00963829	0.024906353062468953
BARZAW	isopropyl alcohol	0.00646206	0.0222614608565917
BARZAW	propyl alcohol	0.00352341	0.011249589751874144
BARZAW	acetone	0.0637437	0.0457734817503641
BARZAW	methyl propyl ether	0.224969	0.06385281910638012
BARZAW	neopentane	1.3955899999999999	0.15682778482450938
BARZAW	methyl isopropyl ether	0.6536810000000001	0.6808858927738829
BARZAW	2-pentene	0.755741	0.5461852102582546
BARZAW	isopentane	2.34943	44.07665279971684
BARZAW	methyl tert-butyl ether	11.1772	4.7210045831565655
BARZAW	methyl propyl ketone	0.221913	0.19768678206946885
BARZAW	2,3-dimethylbutane	90.4398	84.98376739523864
BARZAW	3-methylpentane	49.1445	112.82117658161197
BARZAW	4-methyl-4-penten-2-one	111.073	101.10520520144495
BARZAW	4,4-dimethyl-1-pentene	329.569	165.0163919530926
BARZAW	1,5-heptadiene	46.6589	27.779014228014773
BARZAW	4-methyl-1-hexene	324.376	404.1254930787304
BARZAW	4-hexen-2-one	89.9546	22.185957700764302
BENXUP	methyl propyl ketone	5.41e-16	4.2124201036201804e-15
BENXUP	isopentane	1.26e-14	1.8634217586029437e-14
BENXUP	4-methyl-4-penten-2-one	9.6e-14	8.32775657549148e-14
BENXUP	isobutane	1.19e-10	6.7813927022008e-11
BENXUP	methane	4.84e-06	6.190593983266185e-06
BENXUP	1,5-heptadiene	7.68e-12	1.7432693932966507e-12
BENXUP	ethene	1.05e-05	1.620408145524825e-05
BENXUP	2-pentene	1.8599999999999998e-10	2.729299646072447e-10
BENXUP	methyl propyl ether	1.54e-09	3.4015246201320006e-09
BENXUP	ethane	6.65e-06	6.83901345507574e-06
BENXUP	propane	3.3100000000000004e-07	9.151729459240165e-08
BENXUP	4-hexen-2-one	1.4400000000000002e-11	1.0575742150547965e-11
BENXUP	propene	2.05e-06	3.111591550324004e-06
BENXUP	methyl isopropyl ether	2.3e-09	1.1748583938793564e-09
BENXUP	dimethyl ether	2.99e-05	3.257657371382737e-05
BENXUP	acetone	4.03e-06	1.00869020703428e-05
BENXUP	ethylamine	9.96e-06	6.425604966904759e-05
BENXUP	isopropyl alcohol	6.16e-07	5.081843180991722e-07
BENXUP	dimethylamine	1.18e-05	1.2617084070365025e-05
BENXUP	acetonitrile	0.00389944	0.0020496260237897876
