MOF	molecule	K	K_predict
ANUGIA	3-methylpentane	0.03527380000000001	0.03512024421751903
ANUGIA	methyl propyl ketone	0.0004904019999999999	0.00040751912453601915
ANUGIA	4,4-dimethyl-1-pentene	0.0843431	0.0655377292228345
ANUGIA	1,5-heptadiene	0.0725522	0.06652016013522294
ANUGIA	4-hexen-2-one	0.068346	0.051045052672719686
ANUGIA	4-methyl-4-penten-2-one	0.068092	0.039720856446095895
ANUGIA	4-methyl-1-hexene	0.118299	0.12519255838119034
APEBED	methane	3.53e-05	4.4605461192289515e-05
APEBED	hydrogen cyanide	0.000566613	0.00031993219653823744
APEBED	neopentane	9.210000000000001e-08	3.853783637299959e-06
APEBED	ethane	0.00129592	0.0013659861331984688
APEBED	acetonitrile	0.0116289	0.014032556873711253
APEBED	propene	0.0139666	0.02108904929682305
APEBED	dimethyl ether	0.020277200000000002	0.034766455779070365
APEBED	propane	0.0191313	0.019838881358645144
APEBED	ethylamine	0.0391979	0.061498020399731984
APEBED	propionitrile	0.11781400000000002	0.09505765434629604
APEBED	4,4-dimethyl-1-pentene	2.42e-05	1.2307846098568987e-05
APEBED	dimethylamine	0.0982422	0.05088811162016141
APEBED	methyl tert-butyl ether	5.13e-05	7.845926140385219e-05
APEBED	isobutane	0.0772349	0.016528312651743846
APEBED	propyl alcohol	0.0164815	0.03475055482117358
APEBED	isopropyl alcohol	0.036731599999999996	0.030579929257011276
APEBED	acetone	0.958559	0.5998598874357359
APEBED	isopentane	0.178852	0.0678133080406177
APEBED	methyl propyl ether	1.7611900000000003	0.5272093245313634
APEBED	2-pentene	1.54761	1.3983515921256529
APEBED	methyl isopropyl ether	1.08031	0.40673366305328695
APEBED	3-methylpentane	0.529067	0.4793388713961833
APEBED	4-methyl-4-penten-2-one	0.23996399999999998	0.866577162764481
APEBED	methyl propyl ketone	0.12046300000000001	0.29813283345098657
APEBED	4-methyl-1-hexene	3.85848	3.099142232194109
APEBED	4-hexen-2-one	68.2083	38.7733342346851
AROFET	methane	1.15e-05	2.4398185861797093e-05
AROFET	ethene	7.8e-05	0.00012146108515156125
AROFET	ethane	0.00015282	0.0003213157285068815
AROFET	propene	0.0008703319999999999	0.001362750198519705
AROFET	propane	0.00147096	0.0027131846077301284
AROFET	dimethyl ether	0.013860399999999998	0.011310512531946797
AROFET	neopentane	0.0202922	0.04638006021434086
AROFET	2-pentene	0.08502480000000001	0.13562626534463493
AROFET	hydrogen cyanide	0.0144024	0.0024787729886163712
AROFET	isopentane	0.0917893	0.08862723161749457
AROFET	ethylamine	0.0551265	0.06047935977051315
AROFET	acetaldehyde	0.17354	0.0647906130182597
AROFET	acetone	0.341389	0.5524809484632156
AROFET	2,3-dimethylbutane	0.47950299999999996	0.37415086701801736
AROFET	3-methylpentane	0.770303	0.6590683840847593
AROFET	methyl isopropyl ether	0.804148	0.8150337894494399
AROFET	isopropyl alcohol	0.192589	0.16830379169735538
AROFET	4,4-dimethyl-1-pentene	0.938276	1.286024267494358
AROFET	propionitrile	1.80528	0.3183679450868858
AROFET	1,5-heptadiene	4.6155800000000005	5.676193248832746
AROFET	4-methyl-1-hexene	3.76252	2.8408293060015617
AROFET	4-methyl-4-penten-2-one	50.0998	68.18653242390214
ATOXEN	neopentane	2.7799999999999997e-10	4.884758597736019e-12
ATOXEN	2,3-dimethylbutane	2.6100000000000003e-10	2.3982254509727215e-09
ATOXEN	4,4-dimethyl-1-pentene	2.3199999999999997e-10	3.5687864814644833e-12
ATOXEN	hydrogen cyanide	7.55e-05	0.00013439090577340815
ATOXEN	methyl tert-butyl ether	1.56e-09	2.2655641683645167e-10
ATOXEN	ethane	0.000136944	0.00019612195513727572
ATOXEN	acetonitrile	0.000595365	0.0008913106074555905
ATOXEN	4-methyl-1-hexene	1.45e-09	1.7739512100023678e-08
ATOXEN	3-methylpentane	1.47e-08	1.9435341128591322e-08
ATOXEN	propene	0.0007892169999999999	0.00032913155595549646
ATOXEN	dimethyl ether	0.0009609519999999999	0.0027260223066315494
ATOXEN	isopentane	1.91e-06	5.9961734465628465e-06
ATOXEN	propane	0.0008936969999999999	0.000465057775981262
ATOXEN	propionitrile	0.00313198	0.005350965089279614
ATOXEN	isopropyl alcohol	0.000218861	0.00021360103440169759
ATOXEN	ethylamine	0.00306286	0.0035778892286337303
ATOXEN	methyl propyl ketone	1.37e-06	3.844354339564803e-06
ATOXEN	methyl isopropyl ether	2.2800000000000002e-05	9.558817118485846e-05
ATOXEN	dimethylamine	0.0050551	0.0023686409057224354
ATOXEN	acetone	0.00644553	0.007102911581047071
ATOXEN	propyl alcohol	0.000458289	0.00034208381349269755
ATOXEN	2-pentene	0.000252405	0.000279955127480404
ATOXEN	4-methyl-4-penten-2-one	1.3000000000000001e-05	1.9403286398461425e-05
ATOXEN	1,5-heptadiene	3.3100000000000005e-05	6.341805298893779e-05
ATOXEN	4-hexen-2-one	0.00016772599999999999	8.315117978775104e-05
AVAQIX	methane	4.6299999999999994e-05	4.439503929999073e-05
AVAQIX	ethene	0.000774968	0.0006001955281740622
AVAQIX	hydrogen cyanide	0.000732134	0.0004026851632333432
AVAQIX	ethane	0.0020104	0.0017498023578035237
AVAQIX	acetonitrile	0.013355	0.011014958301595048
AVAQIX	propene	0.022050999999999998	0.023069253374894672
AVAQIX	acetaldehyde	0.0189176	0.024157493541827814
AVAQIX	propane	0.037211	0.05345731536631917
AVAQIX	dimethylamine	0.11408599999999999	0.11050495269267695
AVAQIX	propionitrile	0.16053900000000002	0.23446127226156666
AVAQIX	isopropyl alcohol	0.0442533	0.07128047404100786
AVAQIX	ethylamine	0.143727	0.114413777924801
AVAQIX	isobutane	0.174715	0.36155426834051874
AVAQIX	acetone	0.7339680000000001	0.8401342301604525
AVAQIX	methyl tert-butyl ether	0.017901499999999997	0.09229180841556484
AVAQIX	methyl isopropyl ether	1.09076	0.7542881519169994
AVAQIX	methyl propyl ether	2.5645599999999997	1.2760577008679728
AVAQIX	propyl alcohol	0.216493	0.134152437800205
AVAQIX	4-methyl-1-hexene	13.0281	10.744285995734916
AVAQIX	4-methyl-4-penten-2-one	103.411	62.10688957266284
AVAQIX	4-hexen-2-one	319.627	230.88654648316754
AVEMOE	ethane	1.1e-15	7.438959331412879e-16
AVEMOE	acetaldehyde	6.77e-14	7.85948619498534e-14
AVEMOE	methane	1.23e-11	1.039663748782915e-11
AVEMOE	hydrogen cyanide	1.4400000000000002e-09	1.9787682453685285e-09
AVIMOI	ethene	0.000278301	0.0004722730990000346
AVIMOI	ethane	0.000685353	0.0010127408275007156
AVIMOI	propene	0.00674193	0.015414084748039548
AVIMOI	propane	0.0121269	0.023209893192414913
AVIMOI	hydrogen cyanide	0.00659609	0.003536846873236076
AVIMOI	isobutane	0.11439400000000001	0.1840818771162133
AVIMOI	dimethylamine	0.173597	0.21463469177043137
AVIMOI	neopentane	0.456323	0.15761553708788925
AVIMOI	acetaldehyde	0.979274	0.2015650362604636
AVIMOI	methyl propyl ether	1.31417	2.5654217584741907
AVIMOI	acetonitrile	0.48233400000000004	0.40623165039969006
AVIMOI	2-pentene	2.38814	3.986943062462583
AVIMOI	isopentane	1.6757900000000001	2.398818445174986
AVIMOI	ethylamine	0.5663239999999999	0.2836333013316517
AVIMOI	acetone	8.03759	11.923903050601679
AVIMOI	2,3-dimethylbutane	7.201389999999999	6.711157411279386
AVIMOI	propionitrile	30.059	5.229574786986459
AVIMOI	methyl isopropyl ether	7.82413	7.5253490349947825
AVIMOI	isopropyl alcohol	5.3961	3.386850195623005
AVIMOI	3-methylpentane	19.9595	28.17789826031436
AVIMOI	4,4-dimethyl-1-pentene	75.9355	15.760470781804328
AVIMOI	1,5-heptadiene	355.031	788.749607827073
AVIMOI	4-methyl-1-hexene	165.84099999999998	424.98246273047795
AVIMOI	methyl propyl ketone	12.877	25.917960685224326
AVIMOI	4-methyl-4-penten-2-one	5653.3	5486.1845958132735
AVIMOI	4-hexen-2-one	6265.06	8668.966059910917
AZIXUD	hydrogen cyanide	0.000387761	0.0006293216696346898
AZIXUD	propene	0.00278343	0.0026064374216096223
AZIXUD	isobutane	0.057829700000000005	0.07008584190280155
AZIXUD	dimethylamine	0.0302026	0.029092013497506463
AZIXUD	ethylamine	0.037451099999999994	0.039810355939990986
AZIXUD	acetonitrile	0.0665695	0.09189178060870148
AZIXUD	methyl propyl ether	0.267769	0.3688407061950019
AZIXUD	dimethyl ether	0.03748630000000001	0.027856505836186513
AZIXUD	neopentane	0.199819	0.32688432690721725
AZIXUD	2-pentene	0.584899	0.5698664763643966
AZIXUD	isopentane	0.77074	0.5376834853025461
AZIXUD	acetone	0.608676	0.9968598533676166
AZIXUD	propionitrile	1.15096	0.699918524228753
AZIXUD	isopropyl alcohol	1.81417	1.6617861085085173
AZIXUD	2,3-dimethylbutane	6.73912	8.27058044730333
AZIXUD	3-methylpentane	9.688310000000001	10.415431893740802
AZIXUD	propyl alcohol	3.0017099999999997	0.8358687250377378
AZIXUD	methyl isopropyl ether	8.17455	2.3359685018956107
AZIXUD	1,5-heptadiene	47.6522	93.24939793504149
AZIXUD	4,4-dimethyl-1-pentene	17.3291	17.38644904403361
AZIXUD	methyl tert-butyl ether	10.9753	8.61499207848429
AZIXUD	4-methyl-4-penten-2-one	746.69	799.4660011448399
AZIXUD	4-hexen-2-one	819.051	1261.257223731635
BAEDTA01	ethene	0.000352484	0.00034483311821787474
BAEDTA01	ethane	0.000898708	0.0010789022510636112
BAEDTA01	hydrogen cyanide	0.0006102999999999999	0.0005422774296660074
BAEDTA01	neopentane	3.35e-06	2.234283696106066e-06
BAEDTA01	2,3-dimethylbutane	5.79e-07	6.670900375479752e-07
BAEDTA01	propane	0.0138649	0.01406936153588274
BAEDTA01	dimethyl ether	0.015604699999999999	0.015855030835913168
BAEDTA01	acetonitrile	0.0270806	0.02741592913523009
BAEDTA01	isobutane	0.00517989	0.005203774780209225
BAEDTA01	acetaldehyde	0.0666307	0.08775763586772499
BAEDTA01	methyl tert-butyl ether	0.00016963900000000002	0.0001599654806462869
BAEDTA01	4,4-dimethyl-1-pentene	0.000285206	0.0002519391896571943
BAEDTA01	methyl isopropyl ether	0.11640199999999999	0.13860361748071703
BAEDTA01	methyl propyl ether	6.28186	7.322719508257977
BAEDTA01	2-pentene	9.19859	13.057060270602674
BAEDTA01	3-methylpentane	0.176047	0.16872493073516695
BAEDTA01	4-methyl-1-hexene	2.30895	2.8414694414338104
BAEDTA01	propyl alcohol	9.02023	7.816667736162002
BAEDTA01	4-methyl-4-penten-2-one	31.2401	21.6795248239777
BAEDTA01	isopropyl alcohol	758.753	678.1628285836174
BAEDTA01	1,5-heptadiene	5736.07	5337.517103801325
BAEDTA01	methyl propyl ketone	158.743	117.2645361881768
BAEDTA01	4-hexen-2-one	62227.1	60159.40508638091
BALMUW	propane	3.41e-15	5.107626238040036e-15
BALMUW	propene	2.87e-11	1.660037280647803e-11
BALMUW	methane	3.96e-08	4.625231822778663e-08
BALMUW	ethene	5.5000000000000004e-09	7.224863142579763e-09
BALMUW	ethylamine	2.07e-10	2.84066104212093e-10
BALMUW	dimethylamine	2.09e-09	1.7042554116398213e-09
BALMUW	propionitrile	1.96e-08	1.5202506120279518e-08
BALMUW	dimethyl ether	5.25e-07	3.4163518166104116e-07
BALMUW	acetonitrile	2.55e-06	3.1520512987265243e-06
BALMUW	hydrogen cyanide	0.000308002	0.00032424525259713887
BALMUW	acetaldehyde	4.35e-05	4.2423896853786186e-05
BALMUW01	propane	4.11e-12	5.254447225840213e-12
BALMUW01	methane	2.45e-07	2.991726422981406e-07
BALMUW01	propene	2.6899999999999996e-09	2.8284188465557954e-09
BALMUW01	ethene	1.25e-07	1.3397825397377036e-07
BALMUW01	propyl alcohol	4.65e-10	4.726817745697032e-10
BALMUW01	ethane	6.92e-08	6.365471287635336e-08
BALMUW01	ethylamine	5.51e-08	5.913649666637196e-08
BALMUW01	propionitrile	2.34e-06	1.785390824881341e-06
BALMUW01	dimethylamine	1.63e-06	1.277197302955411e-06
BALMUW01	acetonitrile	4.2e-05	4.2823786783155906e-05
BALMUW01	dimethyl ether	2.3199999999999998e-05	3.283877356266507e-05
BALMUW01	hydrogen cyanide	0.00102841	0.0012262582594427024
BALMUW01	acetaldehyde	0.0016611	0.0009283502833516545
BARZAW	hydrogen cyanide	4.7600000000000005e-05	7.636936309218739e-05
BARZAW	ethane	0.000164219	9.31843773157956e-05
BARZAW	propene	0.00166434	0.0016117796679091816
BARZAW	dimethyl ether	0.00122987	0.0013180685985102248
BARZAW	acetaldehyde	0.00122202	0.0030824484513329825
BARZAW	dimethylamine	0.00497592	0.0036862232323290134
BARZAW	propionitrile	0.00963829	0.024906353062468876
BARZAW	isopropyl alcohol	0.00646206	0.022261460856591607
BARZAW	propyl alcohol	0.00352341	0.011249589751874104
BARZAW	acetone	0.0637437	0.04577348175036405
BARZAW	methyl propyl ether	0.224969	0.06385281910637985
BARZAW	neopentane	1.3955899999999999	0.15682778482450876
BARZAW	methyl isopropyl ether	0.6536810000000001	0.6808858927738837
BARZAW	2-pentene	0.755741	0.5461852102582533
BARZAW	isopentane	2.34943	44.07665279971677
BARZAW	methyl tert-butyl ether	11.1772	4.721004583156562
BARZAW	methyl propyl ketone	0.221913	0.1976867820694688
BARZAW	2,3-dimethylbutane	90.4398	84.98376739523843
BARZAW	3-methylpentane	49.1445	112.82117658161184
BARZAW	4-methyl-4-penten-2-one	111.073	101.10520520144412
BARZAW	4,4-dimethyl-1-pentene	329.569	165.01639195309193
BARZAW	1,5-heptadiene	46.6589	27.779014228014688
BARZAW	4-methyl-1-hexene	324.376	404.12549307872877
BARZAW	4-hexen-2-one	89.9546	22.185957700764405
BENXUP	methyl propyl ketone	5.41e-16	4.2124201036202325e-15
BENXUP	isopentane	1.26e-14	1.8634217586029816e-14
BENXUP	4-methyl-4-penten-2-one	9.6e-14	8.327756575491547e-14
BENXUP	isobutane	1.19e-10	6.781392702201022e-11
BENXUP	methane	4.84e-06	6.190593983266147e-06
BENXUP	1,5-heptadiene	7.68e-12	1.743269393296665e-12
BENXUP	ethene	1.05e-05	1.620408145524805e-05
BENXUP	2-pentene	1.8599999999999998e-10	2.7292996460725134e-10
BENXUP	methyl propyl ether	1.54e-09	3.4015246201320424e-09
BENXUP	ethane	6.65e-06	6.8390134550756564e-06
BENXUP	propane	3.3100000000000004e-07	9.151729459239997e-08
BENXUP	4-hexen-2-one	1.4400000000000002e-11	1.0575742150548182e-11
BENXUP	propene	2.05e-06	3.111591550323947e-06
BENXUP	methyl isopropyl ether	2.3e-09	1.1748583938793851e-09
BENXUP	dimethyl ether	2.99e-05	3.25765737138273e-05
BENXUP	acetone	4.03e-06	1.0086902070342594e-05
BENXUP	ethylamine	9.96e-06	6.425604966904614e-05
BENXUP	isopropyl alcohol	6.16e-07	5.081843180991619e-07
BENXUP	dimethylamine	1.18e-05	1.2617084070364844e-05
BENXUP	acetonitrile	0.00389944	0.0020496260237897607
