MOF	molecule	K	predict
QUQPOI	methyl tert-butyl ether	0.777932	0.7915910410282814
GUYLUI01	2,3-dimethylbutane	0.0101795	0.009856551348488576
GALCED	propyl alcohol	0.00485278	0.005110595631494089
PEVQEO	methyl propyl ether	0.000328665	0.0003330295631572243
GINLIA	4-methyl-4-penten-2-one	374.85	353.7387728622271
BICDAU	acetaldehyde	0.000351975	0.00035676103100192583
UBUMAH	dimethylamine	0.00213493	0.0022285282660151184
VONBIK	acetonitrile	0.0302726	0.030094197207233844
YEKXET	dimethylamine	0.00990593	0.009241861346430121
BALMUW01	acetonitrile	4.2e-05	4.3009145938183095e-05
VAZTOG	methyl tert-butyl ether	0.0005705969999999999	0.0005731797394930515
LOFZUB	methyl isopropyl ether	7166.42	7154.244280335701
RUCGOM	methyl isopropyl ether	0.0204767	0.02114180296243584
ERUFUS	4-methyl-4-penten-2-one	5.379999999999999e-05	5.278601052443461e-05
TECTUS	ethene	0.00024344099999999998	0.00024702401945139474
MIKJAR	methyl propyl ketone	152.94299999999998	154.61859807141002
CUHPUR	ethene	3.7e-05	3.7012083437599234e-05
LUVTEC	ethane	5.7700000000000007e-05	5.576499876901806e-05
SUKYIH	propionitrile	0.00219439	0.0022079942344470065
UVASAM	ethane	0.00156604	0.0015906690428967479
XEDPIH	methyl isopropyl ether	1.37778	1.449021702601107
KAXQIL	4-methyl-1-hexene	11682.5	11306.432375058963
PAKXIK	methyl isopropyl ether	0.110601	0.1163778845441013
ICANAD	methyl propyl ketone	2.05724	2.085782203704403
PASKAX	dimethylamine	0.990192	0.9075664838005617
HOWPOZ	1,5-heptadiene	39.861	38.2271146059383
VAHSIH	dimethylamine	35.7073	34.97146348974646
QOMFAA	propionitrile	21.8217	21.738698514254455
UXUZAP	ethane	0.00133164	0.0013111527744033443
CUNFOH01	4,4-dimethyl-1-pentene	0.00417166	0.004236054513921862
WALBOC01	propyl alcohol	5.16e-05	5.414605014669308e-05
LIFWEE	4-methyl-4-penten-2-one	0.00471612	0.005113912309267478
KAXQIL	methyl propyl ketone	66.0399	65.12419235428332
SAHYOQ05	methyl tert-butyl ether	0.000570145	0.0005699316706909972
NISCOJ	propyl alcohol	0.0277125	0.028851167562458115
HIHGOW	propyl alcohol	0.16413699999999998	0.16282416593862198
MADVUJ	neopentane	0.000287752	0.0002678990126635997
LASYOU	methyl tert-butyl ether	0.17957	0.18537964144738286
RIFDUG01	dimethylamine	0.012747399999999999	0.012731528151695563
PEMRIK	methyl tert-butyl ether	29.6547	30.01856318068459
XAWVUN	methyl propyl ether	0.000664918	0.0007017310640344418
FIGXAW	4-hexen-2-one	0.109268	0.09965039706101347
XINFUW	neopentane	0.00832889	0.009436979269039547
MADWAQ	4-methyl-4-penten-2-one	1.56885	1.5778022461036008
EDUSIF	methyl propyl ketone	2.9199999999999998e-05	2.9789250818551623e-05
FIGXAW	methyl isopropyl ether	0.00274914	0.0025840854725099572
LIFWOO	4-methyl-1-hexene	18.4253	18.695569374810034
KAYBUJ	hydrogen cyanide	0.00014042200000000002	0.00014004072062769615
QARTEK	4-methyl-4-penten-2-one	0.00048482	0.00045632506427599435
XUWVEQ	ethylamine	3.23733	3.150178442285348
EDADIX	propene	0.00239171	0.0025872641161082148
IBICON	3-methylpentane	0.0408115	0.04042315268939687
AFITIT	4-hexen-2-one	134.99	123.45526632475577
GULPIN	isopentane	0.000528834	0.0004943484887095126
ZARZAV	propyl alcohol	1033.63	968.1730390205331
MIKJAR	methyl isopropyl ether	104.98899999999999	103.9719542271827
FIPWOS	ethane	0.00310981	0.003056151531343597
QOJVAM	4-methyl-1-hexene	0.0651806	0.06380246339597292
CUTKOS	acetonitrile	0.00985973	0.009304969119908912
BETGAK	isopentane	0.184718	0.16839906604450752
NAKLIW	propane	0.00393376	0.0037356517475100465
FAPTOH	neopentane	0.19206600000000001	0.22390618118799227
XUNGUJ	hydrogen cyanide	0.00038469800000000005	0.00038084375579596847
KAXQIL	ethene	0.00542104	0.0053424290050105
GINLIA	ethene	9.790000000000001e-05	9.760662251746775e-05
EDADIX	propyl alcohol	0.00230388	0.002513650478946953
ULOGIL	propyl alcohol	5.68e-10	5.844460844610583e-10
XUGSEY	methane	1.1599999999999999e-05	1.201106985712041e-05
LELMIA01	propyl alcohol	2.70255	2.6782591344411
LEMNOH	propionitrile	7e-09	6.720694561022991e-09
XIDBUJ	ethane	0.000289916	0.00029431077639895185
LIFWOO	acetonitrile	0.0132495	0.013793896387019281
KANDIO	neopentane	0.113699	0.11151270181357532
TETZID	propyl alcohol	0.405518	0.38471260058491397
UVUPOR	acetonitrile	0.0043832	0.004114289770599508
SEYDUW	propene	1.57e-06	1.7129252255041894e-06
NUVWIL	4-methyl-4-penten-2-one	0.027258099999999997	0.026934707075174927
TASXIW	1,5-heptadiene	11.7641	12.416189171857269
MAKXAZ	ethylamine	0.068406	0.07219232577217598
BIBBUL	4-methyl-4-penten-2-one	2.17e-14	2.1786971706570896e-14
XENKIM	1,5-heptadiene	7.859030000000001	8.247492921208707
CANRUG	1,5-heptadiene	10.0522	9.68657772483613
FUNCEX	ethane	0.00010669299999999999	0.00010416024315790111
TARWEO	dimethylamine	0.0179204	0.01821722720498092
EDADIX	propionitrile	0.0349966	0.033684356336958904
XINFUW	propyl alcohol	0.005723	0.005992743337192008
CUHPUR	neopentane	0.0185468	0.01819376394552094
EZABEN	methyl propyl ether	0.012632700000000002	0.013311179821479727
SERJUV	acetaldehyde	0.00178461	0.001764824780836924
AFITIT	acetone	0.290195	0.29634953895466587
AVAQIX	propionitrile	0.16053900000000002	0.16397361534474203
FERHAN	dimethyl ether	0.0155002	0.015333406872827506
YEZFIU	isobutane	0.000752073	0.0007248318178408001
LEMNOH	propene	9.83e-12	1.0015343917605128e-11
AFITIT	isopropyl alcohol	0.0765591	0.07530894659997696
FUTKEL	methane	1.3699999999999998e-05	1.4679583400199757e-05
FIQCEN	propane	0.00489482	0.005142766253585892
YARYOF	ethane	1.58e-05	1.6418012920502936e-05
XEHTUB	acetonitrile	6.82e-05	6.377207982590432e-05
AVIMOI	methyl isopropyl ether	7.82413	7.837965520100457
GINLIA	propane	0.0017395	0.001937238251257411
QUNMUI	1,5-heptadiene	0.225566	0.2258493774245978
FUNCEX	methyl tert-butyl ether	0.000991412	0.0009803940751946585
SAMLAV03	acetonitrile	1.00125	1.0590515885082235
NEHZIK	neopentane	0.0251043	0.02689400873094773
SAHYOQ04	1,5-heptadiene	0.00383398	0.003807911887481438
ICANAD	propionitrile	0.0338792	0.035060721760265756
VUQKOI	acetaldehyde	0.00267671	0.0026008472363262094
DAGDIZ	propionitrile	0.0704059	0.07090292072419307
GIFKIP	propyl alcohol	0.00395186	0.0037114269163539444
PAMVEG	methyl isopropyl ether	0.000428573	0.0004295719135534047
VAPFUP	4-hexen-2-one	226.66400000000002	232.61286600185522
YARKEJ	hydrogen cyanide	0.00162421	0.0015875533909960435
KAXQOR01	acetaldehyde	0.074647	0.07344706561179536
TASXIW	2,3-dimethylbutane	1.54104	1.5115128652696448
MOYYIJ	ethene	4.99e-05	4.961172376157155e-05
DAGDIZ	2,3-dimethylbutane	19.8459	18.77290020768178
CUTKOS	propionitrile	0.110322	0.11180036995307241
XENKIM	propyl alcohol	1.43036	1.420213243205427
ZIKJIO	dimethyl ether	0.0009064219999999999	0.0008957282629912828
VAHSIH	methane	0.000239334	0.00023812982182817773
SAHYOQ03	dimethyl ether	3.9500000000000005e-05	3.897363273877322e-05
WALBOC	ethane	0.00023412900000000002	0.00023467847597113384
YUKBIP01	3-methylpentane	2.5733	2.403117079168209
SEFSOM	4-methyl-4-penten-2-one	21.385	20.158218209331036
FUTKEL	ethene	0.00012732	0.00012513685214432296
LABJUV	dimethyl ether	0.000917647	0.0009101491304353313
QESYOD	dimethylamine	0.00018491900000000002	0.00018803154550685073
NARTUX	4-methyl-1-hexene	19.0969	18.682743572818758
RAXDAX	hydrogen cyanide	0.00232013	0.002257720716719075
REYCOP	dimethyl ether	1.33e-06	1.3526104656338637e-06
SAMLAV03	2,3-dimethylbutane	0.0762957	0.07799313506797871
LAGWEX	2,3-dimethylbutane	6.27474	5.760495273863017
APEBED	4-hexen-2-one	68.2083	61.895562668247784
LIFWEE	isobutane	0.000113651	0.0001166966237544369
JAVNIE	propane	0.00195888	0.0020627256091284058
MIBQAR16	propene	4.0600000000000004e-05	4.117987038996853e-05
YARKEJ	acetonitrile	0.022776499999999998	0.023621251229941045
SENWOZ	methane	4.5e-06	4.348775525833969e-06
PASTOU	ethylamine	0.00946679	0.009661396965681886
KEFBEE	acetonitrile	0.00467853	0.004570879422436005
HABRIN	ethylamine	0.00113155	0.0010962593837647088
FUNCEX	4-methyl-1-hexene	0.152301	0.15075213080204855
BERFIP	dimethylamine	1.91e-07	1.9319813431660958e-07
PASTOU	dimethylamine	0.00929292	0.00944279541725381
KOMHAW	methyl propyl ether	2e-05	2.0126716440592087e-05
OJICUG	dimethyl ether	5.01549	4.760864601611999
KAVROQ	methyl propyl ketone	0.046163300000000004	0.04747496430751392
ICANEH	propionitrile	0.0333761	0.03155740667603588
CEGDUO	methyl isopropyl ether	0.000550657	0.0005536215907491655
TETZID	acetone	1.34371	1.3031530464736027
DEGJIK	hydrogen cyanide	0.000113358	0.00010967821454793962
XUNGOD	dimethylamine	0.105298	0.10259765754508979
IXISOX	ethylamine	0.08047560000000001	0.08136421433595721
CUNWEO	2-pentene	0.136569	0.1427904353525009
QOMDUS	methyl isopropyl ether	0.3089	0.3247685352969518
QUQPIC	acetone	0.00188256	0.001807810577612247
FUSWIA	4-hexen-2-one	28.7124	27.86791260736749
XADGAM	dimethyl ether	0.041005099999999996	0.04175923643331926
FUNBIA	2,3-dimethylbutane	0.9330309999999999	0.7851487134336287
REDROI	ethylamine	0.039481999999999996	0.03897720873345984
RELLAW	propane	0.00236633	0.0024946143059367066
MOYYEF	methyl propyl ketone	0.033471100000000004	0.03301290479060586
BARZAW	2-pentene	0.755741	0.7144706884383563
FUNBAS	acetonitrile	0.00234221	0.0021415659568448896
DEGJIK	propene	0.00530426	0.0057132154665165994
GUWDUY	propane	0.00466153	0.00487850753956396
RURPEA	4-methyl-4-penten-2-one	6.879999999999999e-09	6.942129241289603e-09
ZERQOE	4-methyl-1-hexene	226.252	232.87446130159717
HIFTOG	isopropyl alcohol	0.00132966	0.001254844833795328
YEGCUJ	dimethylamine	0.00209128	0.0020915331141336795
QOJVAM	ethane	0.000516272	0.0004827480525105527
YEGKOM	hydrogen cyanide	2.9299999999999997e-05	2.8807400084989068e-05
GIMSIG	2,3-dimethylbutane	1.80991	1.8466259097737872
HIMSAY	propionitrile	2.34577	2.2996027304172046
APEBED	isopentane	0.178852	0.15005296038656138
TEVZUQ	4-methyl-4-penten-2-one	1.4599999999999999e-05	1.4094880030978436e-05
ECODEG	propane	0.035038599999999996	0.03424845729769092
VISTUM	dimethylamine	1.11e-05	1.1118587115142562e-05
FIGXAW	dimethylamine	0.0316315	0.03147668324989752
CUNFOH01	1,5-heptadiene	0.0040856	0.004145522146510297
REYCOP	4-hexen-2-one	1.85e-14	1.814025441963532e-14
VAGTUU	1,5-heptadiene	980.875	1047.1788962682726
PEVQEO	4-hexen-2-one	0.00572345	0.005783974606670668
MATVEJ	propene	0.000200344	0.0002067521041518864
GACQAE	methane	9.09e-06	9.017989762000152e-06
ZARZAV	4-methyl-1-hexene	148.665	155.78699214319377
LOQLEJ	isopropyl alcohol	0.016666	0.016143803500275757
FECZAQ	acetone	0.00819355	0.007721252473662393
SENWOZ	methyl tert-butyl ether	0.5776020000000001	0.5687507576821405
YARYEV	ethene	5.05e-06	5.108563332917462e-06
LAWGIA	isopentane	0.000496751	0.00048422582624171634
WIYFAM	methane	6.63e-06	6.544987771748224e-06
HIMSAY	dimethylamine	0.12809700000000002	0.12219511073980727
NALWOO	2-pentene	0.012059700000000001	0.013751580236135834
