MOF	molecule	H	predict
RIPNIP	propyl alcohol	52.95814123	52.92043268139651
IXISOX	propionitrile	63.852286	63.84447876823628
UVASAM	propene	48.40613914	48.39431208525034
IBICON	1,5-heptadiene	47.724548299999995	47.800958209130755
AGARUW	3-methylpentane	68.57433316	68.53523570331195
QATHOK	ethylamine	54.54376276	54.60647884138378
GOMRAC	4-methyl-4-penten-2-one	123.9106428	123.89759960955567
SAKRED	4-hexen-2-one	55.16276312	55.03254269488757
IGOCOX	propene	30.32045233	30.28809532237573
BARZAW	methyl propyl ether	51.54652298	51.46247877946199
XIBZUF	acetaldehyde	75.94106408	75.91355278928312
GINLIA	ethylamine	58.25789216	58.189454106819845
PUQYAC	isobutane	61.99285403	61.98995855991731
SUJREV	isopropyl alcohol	55.06461685	55.14673263311282
LEGGEK	acetaldehyde	109.0141524	108.94163105874641
UMEXUF	4-methyl-1-hexene	76.75226276	76.6376824893321
JIVFUQ	ethane	25.47020724	25.55353090525329
FUNBAS	dimethylamine	47.64846022	47.53027845418073
ZIBGIC	dimethyl ether	2.583025402	2.587406706477257
XUWVEQ	isobutane	37.61682673	37.71413267542479
CIGYAU	acetonitrile	40.80390066	40.77801028250755
EDUSIF	propane	19.52510878	19.41247849618139
SAMLAV03	neopentane	43.8371254	43.76012095026318
IXODUV	methyl tert-butyl ether	48.97690166	48.962882420836856
AHOKIR01	methyl propyl ketone	18.89440326	18.852957546144108
GINLIA	isopropyl alcohol	72.24343466	72.14714861757292
UBACUX	hydrogen cyanide	45.82170357	45.99128330069212
AVIMOI	neopentane	59.73109365	59.57096445420363
FAPTIB	1,5-heptadiene	63.30048993	63.26731550550754
IXISAJ	neopentane	55.30162238	55.28723748207384
HICVUM	ethane	31.97074545	31.964365886278156
SENWAL	acetone	46.22747661	46.323212850366325
XINHOT	3-methylpentane	71.40182333	71.50123494749904
IBICAZ	hydrogen cyanide	26.47670793	26.478105113055044
OFORUX	4,4-dimethyl-1-pentene	81.06971081	80.98060862782114
IXODUV	4-methyl-1-hexene	59.89834229	59.84287709042706
DOGZIJ	acetone	49.08559648	49.10446142687656
XINJAH	methane	21.34506771	21.356451963235713
HAFQUC	methyl isopropyl ether	51.13508259	51.08663734521433
GALCED	neopentane	45.82723154	45.77941642185507
BUVYEX	propionitrile	36.71993613	36.7597648634729
SERJUV	acetaldehyde	43.22739201	43.22703055297427
QEVKOS	dimethylamine	51.83714316	51.90248571467011
OTAVOV	ethene	21.43878275	21.438414465299697
WENDIE	4,4-dimethyl-1-pentene	6.946280165	7.004724510319424
EDUSIF	hydrogen cyanide	15.76297375	15.754382610058393
FIPWOS	methyl tert-butyl ether	38.10056998	38.12373092086542
XIBZUF	ethylamine	86.3956473	86.33687045144445
KUNWEW	4-hexen-2-one	90.47397239	90.50686518995735
FAPTOH	propene	32.17962534	32.09871621275089
KAVROQ	dimethylamine	48.2153719	48.14277817235861
LOQLEJ	ethylamine	50.38874776	50.434686280775665
QEVKOS	1,5-heptadiene	81.46669081	81.50533951335348
EBEMII	4-hexen-2-one	81.89530082	81.87392575560236
AVAQIX	acetonitrile	45.53938011	45.5355049843363
PAKXIK	acetaldehyde	61.86185759	61.7598426792473
GIMSIG	1,5-heptadiene	61.16199931	61.15897459654499
VUSKEA	ethane	15.124600099999999	15.174018729729747
KEXKEF	methane	22.70647327	22.731933030705765
GUYMAP	4-methyl-4-penten-2-one	66.99764771	67.01423292743603
LAVSUY	dimethyl ether	37.36266137	37.35892671681705
FIQCEN	propene	44.1997111	44.118672697284
FECZAQ	hydrogen cyanide	24.22620855	24.17296433514635
UBUMAH	ethylamine	47.18347595	47.11668472619746
DAGDIZ	3-methylpentane	63.48894164	63.52424193764836
WONZOP	isopropyl alcohol	49.82460634	49.83505553552406
SUKYIH	4-methyl-1-hexene	51.83775318	51.91966120633929
RAZYOI	methyl propyl ketone	59.26562564	59.174388411474716
MIDRAT	ethene	32.33860616	32.30447972018474
HAMJOW	isopentane	56.12644592	56.29095970540238
HOWPOZ	3-methylpentane	61.28343408	61.29543041324591
SEFSOM	propyl alcohol	70.5076335	70.41936408194232
FECZAQ	neopentane	41.02734812	40.94318160569217
SAKRED	acetone	36.55930348	36.58010788466249
HICVUM	methane	20.43297977	20.4068418995141
ANUGIA	neopentane	34.93628211	34.871381917756295
FIPWOS	4-hexen-2-one	99.9959577	99.92960154102069
LAWGEW	isopropyl alcohol	27.12420368	27.05508773250122
YUGLES	propionitrile	38.56537897	38.591742294166195
FEFCUQ	dimethyl ether	32.18458031	32.241872308024696
PIHNUQ	2,3-dimethylbutane	5.844655507000001	5.816518216248656
QARTEK	2,3-dimethylbutane	65.79660034	65.5667045201947
YEGCUJ	dimethylamine	42.8451586	42.87630286888986
TERFUT	methyl propyl ketone	60.77815032	60.64506199989537
OHAKIS	methane	22.6909964	22.667766341066738
PIHNUQ	dimethyl ether	46.60195213	46.582784920113184
CUNFOH01	methyl propyl ether	28.79130138	28.7682220278251
UTEXAT	propane	37.62966263	37.67202322472377
LUVTEC	4-hexen-2-one	57.98646557	57.94353543163313
XADGAM	isopropyl alcohol	62.08997601	62.04935217269875
LOQLEJ	ethene	31.624326899999996	31.6349465809899
ECODEG	neopentane	55.58873323	55.57370673240433
AMILUE	propyl alcohol	60.53716556	60.60293806554366
FIQCEN	2,3-dimethylbutane	41.79679278	41.693819949291125
UVAROZ	isopropyl alcohol	63.48417739	63.41122918805358
XIMPOA	acetone	25.8594776	25.824807182279876
LEGGEK	propene	48.95590165	49.05890247846445
XIDBUJ	methyl propyl ketone	80.06496147	80.00531907572419
HIFTOG01	dimethylamine	21.115802399999996	21.019359274319005
RURPEA	methane	26.89571453	26.901939333706597
TEVZEA	propane	42.69337114	42.672308060072424
ICANEH	acetone	52.74097723	52.79908686623764
WIFBAQ	1,5-heptadiene	65.72296180000001	65.745948176645
QOCRUW	acetaldehyde	50.17541285	50.21929828650497
BONWIL	dimethylamine	54.80086057	54.79094315861095
UBACUX	neopentane	47.92476762	47.933043351572955
LIFWEE	ethene	28.0058238	27.98219927126949
JASNAT	acetaldehyde	43.16593926	43.27780523546444
MIKJAR	propionitrile	74.61014327	74.60429392577821
BIBBUL	methyl propyl ether	33.27003611	33.28522223752058
XINHOT	4-methyl-1-hexene	79.07096091	79.04217141537856
CESYEF	isobutane	38.78867984	38.80506959159857
PASKAX	acetonitrile	63.07086429	62.91927791347154
ISEQIH	acetonitrile	108.32163229999999	108.24674519384286
APEBED	hydrogen cyanide	33.42281093	33.29328171867484
YUJNOH	methane	22.89138003	22.90037983498484
LAWGUM	methyl propyl ketone	37.35860581	37.359928678858
WALCET	propene	46.60007626	46.567512543582644
QATHOK	dimethylamine	61.45915279	61.35887427561
QUNMUI	acetone	34.69046683	34.70110839059005
SEYDUW	hydrogen cyanide	34.76085419	34.708071838711284
HIFTOG02	propyl alcohol	44.51478572	44.47941390035508
LAGWEX	2-pentene	46.86346311	46.807351446696146
VAGTUU	3-methylpentane	80.67639347	80.78390875288618
RACZIG	acetonitrile	38.23969133	38.2142596990096
WEBREC	propionitrile	54.02784999	53.89386556518005
FIGXAW	dimethylamine	61.93921693	61.94714750577087
QUGNOV	propyl alcohol	26.3252554	26.396256534076006
CEGDUO	neopentane	19.91099181	19.9332554627299
MIDRAT	2-pentene	55.14096151	55.15724312148758
IYUJAO	dimethyl ether	48.7567619	48.77742870101638
RURPEA	2-pentene	56.28221892	56.325732252996744
RUCGOM	ethane	30.72999037	30.738638244849064
APEBED	4-hexen-2-one	91.7759667	91.61041995763671
IBICED	ethane	19.79704881	19.76857611826031
SAMLAV03	dimethyl ether	56.27133051	56.29151410689484
UVUPOR	methyl propyl ketone	62.26949042	62.41156580731315
UVUPOR	propyl alcohol	46.98157031	47.2778366584275
TARWEO	methyl isopropyl ether	67.86208178	67.73323173126472
ACOLIP	methyl propyl ether	59.46537184	59.291172020655296
MADVUJ	propionitrile	44.67310153	44.61821335581773
BUVXOG	isopropyl alcohol	37.13858807	37.175098263343656
GAYFUJ	acetaldehyde	40.86863707	40.8782274091963
SAHYOQ03	methyl propyl ketone	37.15123877	37.2663399737232
TASXIW	neopentane	43.10482662	43.34443411547855
GAYFUJ	propane	37.59871947	37.44594589494319
HAZNON	1,5-heptadiene	90.42946484	90.45608725472337
ZERNAN	3-methylpentane	55.3082788	55.30553016755355
TEVZEA	isopentane	46.68025955	46.46479218972642
TEVZEA	4,4-dimethyl-1-pentene	22.79957803	22.836364719352286
KEXKEF	propionitrile	15.33330573	15.351514480394664
SEYDUW	acetonitrile	43.39520682	43.4216463823548
QOJVAM	propyl alcohol	54.26335426	54.35743795065663
NAKLIW	isobutane	49.69261355	49.776368478254795
XEDPIH	acetaldehyde	44.94652189	44.962206874300875
MEJQEZ	4-methyl-4-penten-2-one	71.57985596	71.5937717620354
LIFWOO	2-pentene	67.55659158	67.40809729111503
PEVPUD	4-methyl-1-hexene	31.3828142	31.39214362322162
MATVEJ	dimethyl ether	32.03879654	32.037651782512434
ESEVIH	isopentane	54.58065349	54.55802147451027
MIKJAR	acetaldehyde	63.50460307	63.521910391729534
FUNBIA	hydrogen cyanide	37.16466635	37.18091235396281
KANDIO	4-methyl-4-penten-2-one	71.09634322	71.13344961974414
GEDLIM	methane	23.60993145	23.62108740291563
AHOKIR01	hydrogen cyanide	44.45119982	44.43730394447232
RIVDEF	dimethyl ether	33.15557989	33.21223679772457
GUWDUY	dimethyl ether	38.49535959	38.53371172009721
KINHAS	methyl propyl ether	61.08436345	61.041632935582754
UBACOR	ethane	34.83990944	34.90323018957069
KOMHAW	2-pentene	54.27748859	54.30503369320007
LAGCED	ethylamine	45.16664256	45.23412576079277
IXUREZ	isopropyl alcohol	72.41362539	72.52582288306404
VAZTOG	propane	19.55393964	19.538544348367765
YEGCUJ	acetonitrile	57.85474581	57.7652945231095
CUNFOH01	3-methylpentane	35.83476673	35.81342689173665
GULPIN	isobutane	49.67548442	49.477340056114045
HEGJUZ	isopentane	58.10123871	58.16535757279401
GIMVAA	dimethyl ether	21.74509666	21.732636101682846
BEPPAP	ethene	16.75516519	16.696787072419433
IBICON	3-methylpentane	43.21254997	43.24796987961
WEMNAF	acetonitrile	50.39280611	50.48183368512122
ISEQIH	hydrogen cyanide	70.75090421	70.78427515017813
OFORUX	acetaldehyde	37.80905907	37.85221406098778
UWELIS	acetonitrile	52.73296943	52.69968723816808
UTEWOG	acetone	47.96717464	47.99989890685071
CEGWER	propene	46.89164517	46.866011570281955
UVAROZ	methyl propyl ether	67.40618054	67.54909791642388
BENXUP	acetonitrile	53.11126858	52.964903581981865
SENWIT	2,3-dimethylbutane	35.23191669	35.11286976308689
MUVGOA	acetaldehyde	54.80221583	54.859733649729655
VUSKAW	propane	19.52373275	19.634142407763814
ZERQOE	dimethyl ether	52.95776409	53.018374663501845
ZIKJIO	4-methyl-4-penten-2-one	57.676712699999996	57.71463322305334
JOSNAG	propyl alcohol	75.88990131	75.89842625598365
MAKXAZ	isobutane	56.73488232	56.508057368574434
GUWDUY	hydrogen cyanide	26.71153516	26.638602254389124
UWELIS	neopentane	52.19096588	52.09980263529567
IXISOX	4-methyl-1-hexene	81.50730186	81.55027851775884
YEZFIU	methyl propyl ketone	57.16339191	57.22377250965767
XINJAH	4-hexen-2-one	78.92799594	78.94192604891352
HUHJAW	propane	-1.116919915	-1.113304033772834
UTEWOG	3-methylpentane	61.00857107	61.067867817493095
PEVQEO	4-methyl-4-penten-2-one	39.60210552	39.68030469978235
EBEMEF	methyl propyl ketone	46.60953622	46.558576275039044
RAZYIC	propene	32.67224777	32.65565444482527
AFITIT	4-hexen-2-one	80.23200245	80.40935164157082
RIPNIP	acetaldehyde	39.31137865	39.44632512868748
OHOLIH	2,3-dimethylbutane	73.54037248	73.52730780863182
FUSWIA	propionitrile	51.55636078	51.54551275593173
UKUBIM	ethane	32.95292961	32.88416612858887
XOVVIO	ethylamine	63.59085895	63.53740989994554
PUQXUV	acetaldehyde	79.44216241	79.45550281688679
REDROI	methyl propyl ether	65.52344029999999	65.40247001001205
KIYMAI	methyl propyl ether	30.45575477	30.474969123272007
MADVUJ	methane	21.42406223	21.43021155708686
QURSEC	methane	20.82490712	20.87380430790197
EXEWAG	propane	32.30143418	32.2133122150503
GUYLOC	4,4-dimethyl-1-pentene	56.13073525	56.173695554140146
HABRIN	propyl alcohol	48.08697582	48.1623957853784
QUGNOV	hydrogen cyanide	35.10306959	35.14725427972542
IBIDAA	methyl propyl ketone	49.289418299999994	49.21802892499821
CUHPUR	hydrogen cyanide	29.03663826	28.997625111888635
OFORUX	propane	44.30715141	44.2846240308008
UVAROZ	acetaldehyde	51.77776757	51.68949293484137
QOCRUW	acetonitrile	55.78458035	55.768761501426894
EKOPOK	methyl propyl ketone	94.97119139	95.05886300874045
TASXIW	isopentane	50.74577364	50.65205134021715
TASXIW	propane	35.51620346	35.63365166702724
UBACOR	ethene	31.48240876	31.44558337028825
PEVPUD	acetone	33.63925314	33.59703580535422
ABUWOJ	isopentane	59.31530857	59.1972301093585
TESGUU	ethene	29.77466162	29.772876841212238
GIZJOP	dimethyl ether	41.35472659	41.3324577586385
HIFTOG02	methyl tert-butyl ether	45.67314327	45.64043564920136
CUNFOH01	methyl isopropyl ether	31.18711767	31.19409534794066
UTEWOG	methyl propyl ketone	68.96587219	68.91831872351254
KUNWEW	1,5-heptadiene	79.88804090000001	79.87368642713697
XOVVIO	4-hexen-2-one	51.55361086	51.47258054682598
NEHZIK	acetonitrile	35.21564688	35.27866880632955
BERGAI	isopropyl alcohol	70.27340045	70.22650643160381
GOMRAC	2,3-dimethylbutane	113.61188419999999	113.50285569536425
LAWGOG	neopentane	24.82953714	24.891796023584295
TESGOO	4-hexen-2-one	62.42896528	62.497382416969586
DOGZIJ	propane	40.66149599	40.51971424181937
SAKRED	2-pentene	41.156018100000004	41.23658052207467
UVARIT	hydrogen cyanide	35.85146289	35.78668655782585
QATHOK	neopentane	38.47675756	38.63462646353978
SAKRED	methyl propyl ketone	50.82356003	50.80701262519535
RACZIG	propyl alcohol	60.30201416	60.39533357047614
XUNGOD	methane	24.42332461	24.41218421591717
FIJCUX	3-methylpentane	54.16401731	54.26461653915264
DAGDIZ	4,4-dimethyl-1-pentene	69.52497663	69.60200121715076
ZERQOE	methane	27.54662548	27.59937847805276
GAXWEJ	isopropyl alcohol	75.13896392	75.13519207806677
LAGWEX	4-methyl-4-penten-2-one	58.88339119	58.84941205148932
RURQEB	propyl alcohol	76.450239	76.23066438821715
CEGWER	ethene	33.36964643	33.34116349698669
TESHAB	methyl tert-butyl ether	34.58596744	34.639129149999576
RACZIG	propene	38.83984969	38.73852601415624
BERGAI	ethene	35.73290882	35.81005324243501
RIVDEF	ethane	27.25131623	27.233286596944936
XOJWEZ	2-pentene	61.48411802	61.36179616815894
ZARZAV	propyl alcohol	91.07130987	90.99193042905395
GIFKIP	hydrogen cyanide	33.19086414	33.2492707064337
SUKYIH	2,3-dimethylbutane	37.90659894	38.04239251491153
PUQYAC	4-hexen-2-one	72.57478722	72.65814254574012
GIZJOP	isopropyl alcohol	55.88057198	55.867964157602465
HAZNON	acetonitrile	43.76306672	43.80265296289924
IXISOX	4-methyl-4-penten-2-one	79.30229814	79.31522128725973
YEZFIU	3-methylpentane	45.22956889	45.145053464126825
BENXUP	4-hexen-2-one	33.62327742	33.5043885615001
UXEQOE	propene	51.19795174	51.14354432244724
HUTTIA	3-methylpentane	40.25596635	40.2476859305256
VEJYUF01	ethane	33.98854817	33.882914022384675
LAWGUM	acetonitrile	23.18450032	23.256034072552048
VAZTOG	isopentane	27.20041337	27.18907675897893
LAWGIA	4-methyl-4-penten-2-one	36.55285041	36.542253249576405
KANDIO	propene	38.24754822	38.266195170590166
AFITIT	dimethyl ether	41.99431436	42.05155442667389
XAWZOM	dimethyl ether	49.77123957	49.75819678454778
NUTQAV	acetonitrile	35.11631409	35.05347761934869
ODIXEG	hydrogen cyanide	23.861999899999997	23.827363382366432
YEGKOM	3-methylpentane	19.30998631	19.248794695440214
PEVQEO	methyl propyl ketone	42.15001284	42.03218326407571
TADCAE	propionitrile	56.68156055	56.62595648068692
NISCOJ	methyl isopropyl ether	62.08966178	62.157040022771284
LIFWOO	neopentane	30.08532608	30.140306616706315
YEZFIU	4-hexen-2-one	62.13290328	62.06920863985747
WENDIE	ethylamine	56.04339719	55.985253809032365
YEZFIU	propane	28.94070558	29.199648510018857
JIVFUQ	methane	17.03170744	17.043702754841128
TENLIJ	hydrogen cyanide	49.88472857	49.89891222878744
VAHSIH	ethene	37.75161354	37.73728570327179
PIJJOI	methyl propyl ether	59.29791555	59.273439256305956
XINHOT	acetaldehyde	41.44538904	41.445488948731914
NUTQAV	acetaldehyde	32.80085237	32.847563811299636
MATTUX	dimethylamine	41.81338937	41.76450994822577
PIJJOI	methane	21.21372013	21.2042234229851
DUXZIG01	2-pentene	37.83680684	37.804423638614814
UWELIS	1,5-heptadiene	71.59681587	71.66796887188215
TASXIW	2-pentene	51.21445089	50.99608206954289
UTEWOG	4-hexen-2-one	72.37414346	72.34472106553864
LASYOU	3-methylpentane	51.26669158	51.28368001267071
OHOLIH	ethane	32.03127341	31.920096018371023
UNIGEE	acetonitrile	21.68974559	21.775919783077978
SEFSOM	ethene	24.66290261	24.722749282849165
DEYDOA	acetaldehyde	42.12398789	42.12232497896947
OFORUX	4-hexen-2-one	81.52248065	81.4753859239295
VEJYUF01	methyl propyl ether	42.28546009	42.39057365390504
GIFKIP	4-hexen-2-one	71.76212695	71.92693676952545
NALWOO	dimethyl ether	42.57500918	42.49038802312769
AROFET	propyl alcohol	67.77973087	67.74157021485736
YARYOF	4-methyl-4-penten-2-one	50.47481684	50.52616517155354
HEGJUZ	ethane	31.99013098	31.907472721906323
GUYLUI01	hydrogen cyanide	36.50351494	36.52120412696464
NISCOJ	1,5-heptadiene	52.71464261	52.802256585929875
HEKTUO	2-pentene	60.14997212	60.25599210695635
YUJNOH	4-hexen-2-one	94.21544108	94.18303227360796
ODODIW	hydrogen cyanide	45.57148013	45.59243143213876
MIBQAR16	isopentane	27.22155117	27.27999164681515
PEVQEO	isopropyl alcohol	29.89350018	29.94968283745402
GEHSAN	ethane	40.88201422	40.958116988406466
TEDGOA	neopentane	62.88325819	62.73779927312728
AVIMOI	2-pentene	63.26675467	63.51152929383338
SEFBOV	methyl propyl ketone	46.93807162	47.014246971498686
FIQCEN	4-methyl-4-penten-2-one	43.73070163	43.68492827286796
YEKXET	dimethylamine	43.73306657	43.64139642670299
KAXQOR	methyl propyl ketone	90.08770769	90.14489554979791
VACFUB01	propyl alcohol	46.66891378	46.581064169404456
XEXMEU	4-methyl-1-hexene	50.32379735	50.287529050277406
MODNIC	methyl isopropyl ether	44.03899101	44.069531039379775
NADZEZ	propyl alcohol	57.32462781	57.359828579659464
EMITUQ	propyl alcohol	65.07137529	64.9248608232413
ZISYAD	ethane	32.8125881	32.94232199543533
NUTQEZ	isopropyl alcohol	35.58487303	35.59128938509193
IBICON	dimethyl ether	30.42084335	30.450898031814106
ISOHEE	4-methyl-4-penten-2-one	63.72921812	63.67646279288851
QOJVAM	1,5-heptadiene	85.3832447	85.40668904861805
SAHYOQ04	2-pentene	27.17253198	27.18459518794568
VAZTOG	dimethyl ether	20.02252018	19.976039088232746
IBUDOZ	methyl tert-butyl ether	54.47115572	54.519760290977736
GIMSIG	4,4-dimethyl-1-pentene	58.25514797	58.2238855835938
GALCED	methyl propyl ether	47.52390339	47.25059997199707
QOJVAM	isobutane	46.33683509	46.275127879125485
FECWOB01	acetonitrile	44.98128014	45.07876088772955
FAPTIB	propionitrile	44.92426443	44.801119026858665
OFERUN02	acetonitrile	25.04196308	24.974542258717907
GIFKIP	3-methylpentane	63.61168405	63.78541903205114
LIFWOO	isopropyl alcohol	79.73616776	79.75380531651315
HUHJAW	methane	17.76831354	17.796090625130816
VONBIK	isopropyl alcohol	70.86303021	70.87769916909434
BUVXOG	propionitrile	34.21568778	34.213387290086686
PASTOU	4-methyl-1-hexene	83.10628891	83.13959407407228
SAMLAV02	isobutane	45.46073331	45.327598178051474
GUYLUI01	4-methyl-1-hexene	81.24329206	81.24123401411342
LAGNUE	isopropyl alcohol	48.80966434	48.82440484395095
FIJCUX01	4-hexen-2-one	60.53960635	60.58484463769288
XUGSEY	methyl propyl ketone	73.18283597	73.28090329089117
ILOJEZ	dimethyl ether	52.53164823	52.48788330218057
QATHOK	acetone	47.69550665	47.85200934457481
GOMREG	3-methylpentane	117.022897	116.9641010529436
YAZYEF	dimethylamine	49.83374679	49.88892726676593
QUQFIS	4-methyl-4-penten-2-one	60.38962107	60.42137735225501
LAWGEW	propyl alcohol	26.44463355	26.46775445879474
RAXDAX	ethene	30.35433199	30.360092339267524
FEWGUL	isobutane	54.27827578	54.05377846786014
QURSEC	4-methyl-1-hexene	76.76179378	76.71678497395202
NALWOO	4-methyl-1-hexene	54.22402949	54.245121256756896
EKOPOK	4-methyl-1-hexene	87.57832218	87.58059624517924
XAMDUM07	ethane	35.46534243	35.460061072989234
VAGTUU	4,4-dimethyl-1-pentene	85.60171894	85.47506239374971
YARKEJ	methyl propyl ketone	87.25588552	87.18300774290411
SENWOZ	4-methyl-1-hexene	37.18304249	37.18437382378582
FUNCAT	4-methyl-4-penten-2-one	62.44760872	62.42497544433599
LEDCAA	methyl propyl ether	-49.46608525	-49.42511669177971
GIMSIG	hydrogen cyanide	26.40028268	26.418141359172356
XUNGUJ	2,3-dimethylbutane	59.48119919	59.50966769970963
MODNIC	dimethyl ether	36.55870548	36.56578844844403
ISOHEE	dimethyl ether	36.65226987	36.621089891369955
KAYBIX	propyl alcohol	56.14509094	56.13200157116579
WIYFAM	acetone	36.20355832	36.3126680601102
GIMVAA	propene	15.19564315	15.213182761235833
GIZJOP	propane	42.65592393	42.5659844854237
SEHTEF	acetonitrile	58.99825556	59.09566510109478
FIQCEN	methyl tert-butyl ether	59.82920542	59.91037013370021
SEFSOM	propane	35.21337754	35.37751869781998
LAGNUE	methyl propyl ether	50.35525769	50.27980921774837
JOSNAG	1,5-heptadiene	72.61451495	72.60725419405573
CUNFOH01	acetone	27.29791019	27.28046601535244
AFITIT	ethylamine	48.41135977	48.4764184531916
TESHAB	acetonitrile	41.65604849	41.544422731047106
SAKRED	methyl propyl ether	39.93740366	40.033403070914545
AHOKIR01	isopentane	-26.6330702	-26.542675935372994
WIFBAQ	isopentane	52.40413664	52.415129165090455
HEZKIH	1,5-heptadiene	78.38970059	78.39634614634436
XENKIM	propene	31.37074452	31.360007766223198
IGOCOX	isobutane	38.67001189	38.61552464263599
FUNBEW	4-hexen-2-one	66.8619659	66.9989079471344
EBEMEF	ethene	18.62891925	18.599036537536406
VUSKEA	propyl alcohol	26.24412636	26.039297205537185
PEGBUA	isopentane	40.60785105	40.460296311727916
RAZYIC	acetonitrile	35.681606099999996	35.7203659790277
RUMWUS	methyl propyl ether	60.68961819	60.731354896493535
SAHYOQ04	isobutane	23.08796284	23.122055714249296
XUGSEY	propionitrile	66.19526798	66.31189023288984
JIVFUQ	methyl tert-butyl ether	65.04078998	64.94687650076928
REYCOP	methyl propyl ketone	15.30636356	15.305416413907892
OFERUN02	ethene	18.23142897	18.22968259375135
RUVMAX	neopentane	47.91161233	47.990677395793085
HOWPOZ	dimethylamine	44.67846420000001	44.753196429706435
ZARZAV	dimethyl ether	66.34000649	66.19899215712336
CEGDUO	4-methyl-1-hexene	57.30982019	57.294141891751366
GINLIA	4-methyl-4-penten-2-one	85.44897107	85.33879774547233
HIHGOW	hydrogen cyanide	40.41628594	40.35680493329028
ZIDDIB	2-pentene	94.05412675	93.96831718468889
WABTOK	4-methyl-4-penten-2-one	34.03356971	34.03439330900255
REDROI	ethylamine	53.37599233	53.370530803355564
GOMREG	2,3-dimethylbutane	113.9538476	114.05987559332013
UVARIT	propene	48.35372022	48.33153600780147
FECZAQ	methyl isopropyl ether	42.31749572	42.268921480704606
NISCOJ	4,4-dimethyl-1-pentene	21.96548776	22.036496712623656
TESHAB	4-hexen-2-one	62.55917352	62.494143173369665
DOGZIJ	neopentane	59.18662348	59.2467398588404
VAZTOG	4-hexen-2-one	38.28996459	38.270431358090896
IGOCOX	ethane	24.59650053	24.587260813521876
HICVUM	4,4-dimethyl-1-pentene	75.02743625	74.97844658317578
ZERQOE	dimethylamine	60.3553122	60.32819750952463
ZESFUY	methyl propyl ether	39.20227852	39.11835821166653
CEGDUO	ethane	30.13548767	30.11024406640576
BALMUW	dimethylamine	30.97652385	30.968984866988922
PUWCUF	methyl propyl ether	54.3024677	54.41977682153213
SAMLAV02	methyl isopropyl ether	67.81455225	67.87351636204897
LAGWEX	isopropyl alcohol	40.84684846	40.89644733792016
WENDIE	methyl propyl ether	71.24810784	71.2775280450581
HOWPOZ	ethane	26.69142146	26.75690357643718
HIHGOW	ethane	30.99942752	31.15793607612474
GAXWEJ	isopentane	51.66980665	51.5633971203698
LAWGOG	ethane	15.10939228	15.067335970855225
RUVMAX	isopropyl alcohol	77.24157221	77.19647194214032
HEGJUZ	2-pentene	56.51066508	56.688583718757606
GUYLUI	4-methyl-1-hexene	81.85097786	81.87697644121951
RUFMUA	hydrogen cyanide	38.66201033	38.72030660992384
VEJYUF02	propane	43.06846213	42.992023812734004
IBUDOZ	ethane	33.87628660000001	33.99119369989251
KOMHAW	ethylamine	70.70196687	70.70191304747571
QOCRUW	propene	30.36514673	30.308614874507313
